Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Species Name,0,3,6
Radial,5,14,False,True,Large Forb/Herb,Lomandra longifolia,25,35,25
Radial,5,14,False,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,5,14,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Radial,5,14,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Geranium spp,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Hypochaeris glabra,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Medicago spp.,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Oxalis (native),0,0,3
Radial,5,14,False,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,5,14,False,True,Medium Forb/Herb,Stellaria spp.,0,0,3
Radial,5,14,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,15,0,3
Radial,5,14,False,True,Medium Tufted grass/sedge,Imperata cylindrica,0,0,0
Radial,5,14,False,True,Non-tufted Ground Fern,Pteridium esculentum,0,0,0
Radial,5,14,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Radial,5,14,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,5,14,False,True,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Radial,5,14,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,0,0
Radial,5,14,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,5,14,False,True,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Radial,5,14,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Radial,5,14,False,True,Small Tufted grass/sedge,Rytidosperma spp.,15,0,0
Radial,5,14,False,True,Small Tufted grass/sedge,Vulpia sp.,0,0,0
Radial,5,15,False,True,Climber,Glycine clandestina,0,0,0
Radial,5,15,False,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,5,15,False,True,Large Forb/Herb,Lomandra longifolia,25,35,25
Radial,5,15,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Radial,5,15,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,5,15,False,True,Medium Forb/Herb,Euchiton involucratis,0,0,0
Radial,5,15,False,True,Medium Forb/Herb,Geranium sp.,0,0,0
Radial,5,15,False,True,Medium Forb/Herb,Geranium spp,0,0,0
Radial,5,15,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,5,15,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,5,15,False,True,Medium Forb/Herb,Lomandra filiformis,0,0,0
Radial,5,15,False,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,5,15,False,True,Medium Non-tufted grass/sedge,Entolasia marginata,0,0,0
Radial,5,15,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,3
Radial,5,15,False,True,Non-tufted Ground Fern,Pteridium esculentum,0,0,0
Radial,5,15,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Radial,5,15,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,5,15,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Radial,5,15,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Radial,5,15,False,True,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Radial,5,15,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Radial,5,15,False,True,Small Tufted grass/sedge,Rytidosperma spp.,7,0,0
Radial,5,15,False,True,Small Tufted grass/sedge,Vulpia sp.,0,0,0
Radial,5,16,False,True,Climber,Glycine clandestina,0,0,0
Radial,5,16,False,True,Large Forb/Herb,Conyza sumatrensis,3,0,0
Radial,5,16,False,True,Large Forb/Herb,Lomandra longifolia,65,75,75
Radial,5,16,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Radial,5,16,False,True,Large Forb/Herb,Wahlenbergia spp,3,0,0
Radial,5,16,False,True,Large Tufted grass/sedge,Gahnia radula,0,0,0
Radial,5,16,False,True,Medium Forb/Herb,Acianthus sp.,0,0,0
Radial,5,16,False,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,5,16,False,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Radial,5,16,False,True,Medium Forb/Herb,Cotula australis,0,0,3
Radial,5,16,False,True,Medium Forb/Herb,Geranium sp.,0,0,0
Radial,5,16,False,True,Medium Forb/Herb,Geranium spp,0,0,0
Radial,5,16,False,True,Medium Forb/Herb,Gnaphalium sp,0,0,0
Radial,5,16,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,5,16,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,5,16,False,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,5,16,False,True,Medium Non-tufted grass/sedge,Entolasia marginata,0,0,0
Radial,5,16,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,15,7,3
Radial,5,16,False,True,Medium Non-tufted grass/sedge,Poa sp (green hairy),0,0,0
Radial,5,16,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,5,16,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,5,16,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,3,0
Radial,5,16,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,5,16,False,True,Small Non-tufted grass/sedge,Aira spp.,0,0,3
Radial,5,16,False,True,Small Tufted grass/sedge,Luzula meridionalis,0,0,0
Radial,5,16,False,True,Small Tufted grass/sedge,Rytidosperma spp.,7,0,0
Radial,7,1,False,False,Large Forb/Herb,Arthropodium spp,3,3,0
Radial,7,1,False,False,Large Forb/Herb,Arthropodium strictum,0,0,0
Radial,7,1,False,False,Large Forb/Herb,Senecio quadridentatus,0,0,0
Radial,7,1,False,False,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,1,False,False,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,1,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,1,False,False,Large Tufted grass/sedge,Austrostipa spp,0,3,0
Radial,7,1,False,False,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,1,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,1,False,False,Medium Forb/Herb,Einadia nutans,0,0,0
Radial,7,1,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Radial,7,1,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,1,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,1,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,3
Radial,7,1,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,1,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,3,15,3
Radial,7,1,False,False,Medium Non-tufted grass/sedge,Poa sp (green hairy),0,0,3
Radial,7,1,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,1,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,7,7,0
Radial,7,1,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Radial,7,1,False,False,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Radial,7,1,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Radial,7,1,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Radial,7,1,False,False,Small Tufted grass/sedge,Rytidosperma spp.,15,3,0
Radial,7,2,True,True,Large Forb/Herb,Arthropodium strictum,0,0,0
Radial,7,2,True,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,2,True,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,2,True,True,Medium Forb/Herb,Dianella revoluta s.l.,0,0,0
Radial,7,2,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Radial,7,2,True,True,Medium Forb/Herb,Gnaphalium sp,0,0,0
Radial,7,2,True,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,7,2,True,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,2,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,2,True,True,Medium Forb/Herb,Stellaria media,0,0,0
Radial,7,2,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,2,True,True,Medium Tufted grass/sedge,Dactylis glomerata,0,0,0
Radial,7,2,True,True,Medium Tufted grass/sedge,Dichelachne crinita,0,0,0
Radial,7,2,True,True,Medium Tufted grass/sedge,Poa sieberiana,0,0,3
Radial,7,2,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,2,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,2,True,True,Shrub,Cassinia aculata,0,0,0
Radial,7,2,True,True,Small Shrub,Dillwynia glaberrima,0,0,3
Radial,7,2,True,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,7
Radial,7,2,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Radial,7,2,True,True,Small Tufted grass/sedge,Rytidosperma spp.,0,7,0
Radial,7,2,True,True,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Radial,7,3,False,True,Large Forb/Herb,Senecio spp,0,3,0
Radial,7,3,False,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,3,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,3,False,True,Medium Forb/Herb,Einadia nutans,0,0,0
Radial,7,3,False,True,Medium Forb/Herb,Euchiton involucratis,0,0,0
Radial,7,3,False,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,3,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,3,False,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,3,False,True,Medium Forb/Herb,Stellaria spp.,0,3,0
Radial,7,3,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,3,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,3
Radial,7,3,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,3,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,7,0
Radial,7,3,False,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Radial,7,3,False,True,Small Tufted grass/sedge,Rytidosperma spp.,0,3,0
Radial,7,4,True,True,Large Forb/Herb,Arthropodium spp,0,0,0
Radial,7,4,True,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,4,True,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,4,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,4,True,True,Medium Forb/Herb,Einadia nutans,0,3,0
Radial,7,4,True,True,Medium Forb/Herb,Euchiton involucratis,0,3,0
Radial,7,4,True,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,7,4,True,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,4,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,4,True,True,Medium Forb/Herb,Poranthera microphylla,0,3,0
Radial,7,4,True,True,Medium Forb/Herb,Pterostylis concinna,0,0,0
Radial,7,4,True,True,Medium Forb/Herb,Veronica spp,0,0,0
Radial,7,4,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,3,7,0
Radial,7,4,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Radial,7,4,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,4,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Radial,7,4,True,True,Small Tufted grass/sedge,Erhartia erecta,0,0,3
Radial,7,4,True,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,3
Radial,7,4,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Radial,7,4,True,True,Small Tufted grass/sedge,Rytidosperma spp.,3,7,0
Radial,7,5,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,5,False,False,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,5,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,5,False,False,Medium Forb/Herb,Cotula australis,0,3,0
Radial,7,5,False,False,Medium Forb/Herb,Einadia nutans,0,3,0
Radial,7,5,False,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Radial,7,5,False,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,7,5,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,5,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,5,False,False,Medium Forb/Herb,Veronica spp,0,0,0
Radial,7,5,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,3
Radial,7,5,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,5,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Radial,7,5,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,5,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Radial,7,5,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Radial,7,6,True,False,Climber,Glycine clandestina,0,0,0
Radial,7,6,True,False,Large Forb/Herb,Arthropodium spp,0,3,0
Radial,7,6,True,False,Large Forb/Herb,Arthropodium strictum,0,0,0
Radial,7,6,True,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,6,True,False,Large Forb/Herb,Dipodium spp,0,0,0
Radial,7,6,True,False,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,6,True,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,6,True,False,Medium Forb/Herb,Anagallis arvensis,0,3,0
Radial,7,6,True,False,Medium Forb/Herb,Cotula australis,0,3,0
Radial,7,6,True,False,Medium Forb/Herb,Einadia nutans,0,0,15
Radial,7,6,True,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Radial,7,6,True,False,Medium Forb/Herb,Euchiton spp,0,0,0
Radial,7,6,True,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,7,6,True,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Radial,7,6,True,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,6,True,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,6,True,False,Medium Forb/Herb,Linaria pelisseriana,0,0,0
Radial,7,6,True,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,6,True,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,6,True,False,Medium Forb/Herb,Stellaria spp.,0,3,0
Radial,7,6,True,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,6,True,False,Prostrate Shrub,Bossiaea prostrata,0,0,0
Radial,7,6,True,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,3,0
Radial,7,6,True,False,Prostrate or Mat-forming Forb/Herb,Desmodium gunnii,0,0,0
Radial,7,6,True,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Radial,7,6,True,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,6,True,False,Small Tufted grass/sedge,Briza minor,0,3,0
Radial,7,6,True,False,Small Tufted grass/sedge,Carex spp,0,0,0
Radial,7,6,True,False,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Radial,7,6,True,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Radial,7,6,True,False,Small Tufted grass/sedge,Rytidosperma spp.,7,7,0
Radial,7,7,False,True,Climber,Glycine clandestina,0,0,0
Radial,7,7,False,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,7,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,7,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,7,False,True,Large Tufted grass/sedge,Austrostipa spp,3,3,0
Radial,7,7,False,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,7,False,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Radial,7,7,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,7,False,True,Medium Forb/Herb,Einadia nutans,0,0,3
Radial,7,7,False,True,Medium Forb/Herb,Euchiton spp,0,0,0
Radial,7,7,False,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,7,7,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,7,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,7,False,True,Medium Forb/Herb,Linaria pelisseriana,0,0,0
Radial,7,7,False,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,7,False,True,Medium Forb/Herb,Poranthera microphylla,0,3,0
Radial,7,7,False,True,Medium Forb/Herb,Veronica spp,0,0,0
Radial,7,7,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,0
Radial,7,7,False,True,Medium Non-tufted grass/sedge,Poa sp (green hairy),0,0,3
Radial,7,7,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,7,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,7,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Radial,7,7,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,7,False,True,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Radial,7,7,False,True,Small Tufted grass/sedge,Carex spp,0,0,0
Radial,7,7,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,7
Radial,7,7,False,True,Small Tufted grass/sedge,Rytidosperma spp.,15,0,0
Radial,7,8,True,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,8,True,True,Large Forb/Herb,Lomandra longifolia,0,0,0
Radial,7,8,True,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,8,True,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,8,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,8,True,True,Medium Forb/Herb,Geranium sp.,0,0,0
Radial,7,8,True,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,8,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,8,True,True,Medium Forb/Herb,Oxalis sp 2.,0,3,0
Radial,7,8,True,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,7,8,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,7,0
Radial,7,8,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,8,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Radial,7,8,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,55,0
Radial,7,8,True,True,Shrub,Cassinia aculata,0,0,0
Radial,7,8,True,True,Small Tufted grass/sedge,Carex spp,0,3,0
Radial,7,8,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Radial,7,8,True,True,Small Tufted grass/sedge,Rytidosperma spp.,7,15,0
Radial,7,8,True,True,Tiny Tufted grass/sedge,Isolepsis marginata,0,0,0
Radial,7,8,True,True,Tufted Ground Fern,Cheilanthes austrotenuifolia,0,0,0
Radial,7,9,False,False,Large Forb/Herb,Senecio spp,0,3,0
Radial,7,9,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,9,False,False,Large Tufted grass/sedge,Austrostipa spp,0,0,0
Radial,7,9,False,False,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,9,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Radial,7,9,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,9,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Radial,7,9,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,9,False,False,Medium Forb/Herb,Lagenophora spp,3,0,0
Radial,7,9,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,9,False,False,Medium Forb/Herb,Poranthera microphylla,0,3,0
Radial,7,9,False,False,Medium Forb/Herb,Stellaria media,0,0,0
Radial,7,9,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,7,9,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,9,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,9,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,9,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,7,0
Radial,7,9,False,False,Small Tufted grass/sedge,Luzula meridionalis,0,0,0
Radial,7,9,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Radial,7,9,False,False,Small Tufted grass/sedge,Rytidosperma spp.,25,7,0
Radial,7,10,True,True,Large Forb/Herb,Arthropodium spp,0,0,0
Radial,7,10,True,True,Large Forb/Herb,Arthropodium strictum,0,0,3
Radial,7,10,True,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,10,True,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,10,True,True,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,10,True,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,10,True,True,Large Tufted grass/sedge,Austrostipa spp,0,25,0
Radial,7,10,True,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Radial,7,10,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,10,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Radial,7,10,True,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,10,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,10,True,True,Medium Forb/Herb,Oxalis sp 2.,0,3,0
Radial,7,10,True,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,10,True,True,Medium Forb/Herb,Pterostylis concinna,0,0,0
Radial,7,10,True,True,Medium Forb/Herb,Solanum sp.,0,0,0
Radial,7,10,True,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,7,10,True,True,Medium Forb/Herb,Thelymitra spp,0,0,0
Radial,7,10,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,7,3
Radial,7,10,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,50
Radial,7,10,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,10,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,10,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,45,0
Radial,7,10,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,3,0
Radial,7,10,True,True,Small Tufted grass/sedge,Briza minor,0,3,0
Radial,7,10,True,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,7
Radial,7,10,True,True,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Radial,7,11,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,11,False,False,Large Forb/Herb,Senecio spp,0,3,0
Radial,7,11,False,False,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,11,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,11,False,False,Large Tufted grass/sedge,Austrostipa spp,0,0,0
Radial,7,11,False,False,Medium Forb/Herb,Asperula spp.,0,0,0
Radial,7,11,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,11,False,False,Medium Forb/Herb,Einadia nutans,0,0,7
Radial,7,11,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,11,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,11,False,False,Medium Forb/Herb,Linaria pelisseriana,0,0,0
Radial,7,11,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,11,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,7,11,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,11,False,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Radial,7,11,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,11,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,11,False,False,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Radial,7,11,False,False,Small Non-tufted grass/sedge,Aira spp.,0,0,0
Radial,7,11,False,False,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Radial,7,11,False,False,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Radial,7,12,True,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,12,True,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,12,True,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,12,True,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Radial,7,12,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,12,True,True,Medium Forb/Herb,Einadia nutans,0,0,0
Radial,7,12,True,True,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Radial,7,12,True,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,12,True,True,Medium Forb/Herb,Lagenophora spp,0,7,0
Radial,7,12,True,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,12,True,True,Medium Forb/Herb,Poranthera microphylla,0,3,0
Radial,7,12,True,True,Medium Forb/Herb,Stellaria media,0,0,0
Radial,7,12,True,True,Medium Forb/Herb,Stellaria spp.,0,3,0
Radial,7,12,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,3,15,0
Radial,7,12,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Radial,7,12,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,12,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,12,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,7,3,0
Radial,7,12,True,True,Small Tufted grass/sedge,Erhartia erecta,0,0,0
Radial,7,12,True,True,Small Tufted grass/sedge,Rytidosperma spp.,35,15,0
Radial,7,13,False,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,13,False,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,13,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,13,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,13,False,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
