Life Form,,,,,Climber,Climber,Climber,Large Forb/Herb,Large Forb/Herb,Large Forb/Herb,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Non-tufted grass/sedge,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Shrub to Medium Tree,Large Tufted grass/sedge,Large Tufted grass/sedge,Large Tufted grass/sedge,Medium Forb/Herb,Medium Forb/Herb,Medium Forb/Herb,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Non-tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Medium Tufted grass/sedge,Non-tufted Ground Fern,Non-tufted Ground Fern,Non-tufted Ground Fern,Prostrate Shrub,Prostrate Shrub,Prostrate Shrub,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Prostrate or Mat-forming Forb/Herb,Scrambler,Scrambler,Scrambler,Shrub,Shrub,Shrub,Small Forb/Herb,Small Forb/Herb,Small Forb/Herb,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Non-tufted grass/sedge,Small Shrub,Small Shrub,Small Shrub,Small Tufted grass/sedge,Small Tufted grass/sedge,Small Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tiny Tufted grass/sedge,Tufted Ground Fern,Tufted Ground Fern,Tufted Ground Fern
Gap,12,7,False,True,0.0,0.0,0.5,0.5,2.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,7.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5,30.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,8,True,False,0.0,0.0,0.0,1.5,1.5,0.0,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,3.0,4.0,1.5,40.0,5.0,5.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,9,False,True,0.0,0.0,0.0,1.0,2.5,0.5,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.5,3.5,1.0,5.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,10,True,True,0.0,0.0,0.0,2.0,3.0,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,3.0,0.5,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,2.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,11,False,True,0.0,0.0,0.0,0.5,1.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,12,True,True,0.0,0.5,0.0,2.0,7.0,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,2.5,1.0,5.0,10.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,13,False,False,0.0,0.0,0.0,1.0,2.0,0.5,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,3.5,4.0,2.0,5.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,14,True,True,0.0,0.0,0.0,0.5,2.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,1.0,5.0,40.0,5.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,15,False,False,0.0,0.0,0.0,1.0,2.5,0.5,0,0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,2.5,4.5,2.0,10.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,5.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,16,True,True,0.0,0.0,0.0,2.0,7.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.5,10.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,17,False,True,0.0,0.5,0.0,2.5,10.5,1.5,0,0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,2.0,4.0,5.5,1.0,30.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0
Gap,12,18,True,True,0.0,0.0,0.0,2.0,11.5,50.0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,1.0,5.0,0.5,0.5,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,19,False,True,0.0,0.0,0.5,6.0,22.0,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,14.0,3.0,1.0,1.0,0.5,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,2.0,0,0.5,0.0,0.0,0.0,0.0
Gap,12,20,True,True,0.0,0.0,0.0,0.0,3.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,21,False,False,0.0,0.5,0.0,1.5,7.5,10.5,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2.0,5.5,3.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,22,True,False,0.0,0.0,0.0,1.0,2.5,6.5,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,4.0,4.5,2.0,1.0,0.5,0.5,0.0,1.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,23,False,True,0.0,0.0,0.0,0.0,2.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,24,True,False,0.0,0.0,0.0,1.5,2.5,0.5,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,9.5,7.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,25,False,True,0.0,0.0,0.0,1.5,11.5,10.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.5,2.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,26,True,False,0.0,0.0,0.0,2.0,3.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,7.0,0.5,1.0,0.5,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,27,False,False,0.0,0.5,0.0,1.0,1.5,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,1.5,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,28,True,False,0.0,0.0,0.0,0.5,31.0,51.0,0,0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,24.0,3.5,7.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,29,False,False,0.0,0.0,0.0,1.5,1.5,20.5,0,0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.5,5.0,3.0,30.0,5.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Gap,12,30,True,False,0.0,0.0,0.0,5.0,6.0,10.0,0,0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,4.0,3.5,3.0,50.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,31,False,False,0.0,0.0,0.0,10.5,21.0,31.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,5.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0,0.0,0.0,0.0,0.0,0.0
Gap,12,32,True,True,0.0,0.0,0.0,1.0,1.5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,10.5,5.0,5.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Radial,3,1,False,True,0.5,0.0,0.0,72.0,0.0,41.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,5.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,30.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,5.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,2,False,False,0.0,0.0,0.0,22.0,0.0,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Radial,3,3,False,True,0.0,0.0,0.0,41.5,0.0,50.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,4,False,True,0.5,0.0,0.5,21.5,0.0,41.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,5,False,True,0.5,0.0,0.0,41.5,0.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,10.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Radial,3,6,False,True,1.0,0.0,0.5,40.5,0.0,50.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.5,1.0,0.0,1.0,5.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,1.5,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,7,False,False,0.5,0.0,0.5,32.0,0.0,41.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,40.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Radial,3,8,False,False,0.0,0.0,0.0,71.0,0.0,51.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,9,False,True,0.5,0.0,0.5,21.0,0.0,20.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,10,False,True,0.0,0.0,0.0,3.0,0.0,20.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,20.5,0.0,1.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,11,False,True,0.0,0.0,0.0,21.0,0.0,50.5,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,0.0,1.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,12,False,False,0.5,0.0,0.0,31.0,0.0,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.5,0.0,1.0,0,0.0,0.0,0.5,0.0,0.5
Radial,3,13,False,True,0.5,0.0,0.0,52.0,0.0,70.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,14,False,True,0.0,0.0,0.0,21.0,0.0,60.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Radial,3,15,False,False,0.0,0.0,0.0,41.5,0.0,31.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,3,16,False,True,0.5,0.0,0.5,6.0,0.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,1,False,False,0.0,0.0,0.0,31.0,40.5,31.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.5,2.5,0.5,0.5,0.5,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,5,2,False,False,0.0,0.0,0.0,32.0,20.0,21.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,2.5,2.0,3.5,1.0,0.5,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.5,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,3,False,True,0.5,0.0,0.5,2.0,20.0,41.0,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,3.0,4.0,1.5,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,11.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.5,0.5,1.5,0,0.0,0.0,0.0,0.0,0.0
Radial,5,4,False,True,0.0,0.0,0.0,61.5,50.0,50.5,0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,2.5,1.5,1.0,0.5,0.5,2.0,1.0,1.5,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.5,0.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,5,False,True,0.0,0.0,0.0,21.0,20.5,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.0,4.0,1.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,10.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,6,False,False,0.0,0.0,0.0,0.0,0.0,1.5,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,1.5,2.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,20.5,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,7,False,True,0.0,0.0,0.0,0.5,0.0,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.5,2.5,30.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0.0,0.0,0.0,20.0,0.0,5.5,0,0.0,0.0,0.0,0.0,0.0
Radial,5,8,False,True,0.0,0.0,0.0,22.5,20.5,41.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.0,1.0,5.0,20.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,2.0,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0
Radial,5,9,False,False,0.0,0.0,0.0,21.5,31.5,51.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.5,10.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,10.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,10,False,True,0.5,0.5,0.5,11.0,10.5,10.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.5,4.0,60.0,60.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.5,0.0,2.0,6.0,5.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.5,0.0,2.5,0,0.0,0.0,0.0,0.0,0.0
Radial,5,11,False,True,0.5,0.5,0.5,61.5,40.5,70.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.5,10.0,1.0,11.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,12,False,True,0.5,0.0,0.0,60.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,2.5,1.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,13,False,True,0.5,0.0,0.0,41.0,50.5,50.0,0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,2.0,4.0,20.0,30.0,5.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,5.5,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0
Radial,5,14,False,True,0.5,0.0,0.5,21.5,30.0,20.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.5,10.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,10.0,0.0,1.5,0,0.0,0.0,0.0,0.0,0.0
