Treatment,Plot,Quadrat,Fenced,Gap,Life Form,Year,Abundance
Radial,7,3,False,True,Medium Non-tufted grass/sedge,6,0.5
Radial,7,3,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Radial,7,3,False,True,Prostrate or Mat-forming Forb/Herb,3,8.0
Radial,7,3,False,True,Prostrate or Mat-forming Forb/Herb,6,3.0
Radial,7,3,False,True,Small Tufted grass/sedge,0,0.5
Radial,7,3,False,True,Small Tufted grass/sedge,3,3.0
Radial,7,3,False,True,Small Tufted grass/sedge,6,0.5
Radial,7,4,True,True,Large Forb/Herb,0,1.0
Radial,7,4,True,True,Large Forb/Herb,3,1.0
Radial,7,4,True,True,Medium Forb/Herb,0,2.0
Radial,7,4,True,True,Medium Forb/Herb,3,10.0
Radial,7,4,True,True,Medium Forb/Herb,6,1.0
Radial,7,4,True,True,Medium Non-tufted grass/sedge,0,3.0
Radial,7,4,True,True,Medium Non-tufted grass/sedge,3,7.5
Radial,7,4,True,True,Medium Non-tufted grass/sedge,6,0.5
Radial,7,4,True,True,Medium Tufted grass/sedge,6,0.5
Radial,7,4,True,True,Prostrate or Mat-forming Forb/Herb,3,3.5
Radial,7,4,True,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Radial,7,4,True,True,Small Tufted grass/sedge,0,3.0
Radial,7,4,True,True,Small Tufted grass/sedge,3,7.5
Radial,7,4,True,True,Small Tufted grass/sedge,6,6.0
Radial,7,5,False,False,Large Forb/Herb,0,1.0
Radial,7,5,False,False,Large Forb/Herb,6,0.5
Radial,7,5,False,False,Medium Forb/Herb,0,2.0
Radial,7,5,False,False,Medium Forb/Herb,3,7.5
Radial,7,5,False,False,Medium Forb/Herb,6,2.0
Radial,7,5,False,False,Medium Non-tufted grass/sedge,0,0.5
Radial,7,5,False,False,Medium Non-tufted grass/sedge,3,3.0
Radial,7,5,False,False,Medium Non-tufted grass/sedge,6,3.0
Radial,7,5,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Radial,7,5,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Radial,7,5,False,False,Prostrate or Mat-forming Forb/Herb,6,1.5
Radial,7,5,False,False,Small Tufted grass/sedge,0,3.0
Radial,7,5,False,False,Small Tufted grass/sedge,3,3.0
Radial,7,5,False,False,Small Tufted grass/sedge,6,0.5
Radial,7,6,True,False,Climber,6,0.5
Radial,7,6,True,False,Large Forb/Herb,0,1.0
Radial,7,6,True,False,Large Forb/Herb,3,4.0
Radial,7,6,True,False,Large Forb/Herb,6,0.5
Radial,7,6,True,False,Medium Forb/Herb,0,2.5
Radial,7,6,True,False,Medium Forb/Herb,3,7.0
Radial,7,6,True,False,Medium Forb/Herb,6,15.5
Radial,7,6,True,False,Medium Non-tufted grass/sedge,0,0.5
Radial,7,6,True,False,Medium Non-tufted grass/sedge,6,0.5
Radial,7,6,True,False,Prostrate Shrub,0,0.5
Radial,7,6,True,False,Prostrate or Mat-forming Forb/Herb,0,1.5
Radial,7,6,True,False,Prostrate or Mat-forming Forb/Herb,3,6.5
Radial,7,6,True,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Radial,7,6,True,False,Small Tufted grass/sedge,0,8.0
Radial,7,6,True,False,Small Tufted grass/sedge,3,7.5
Radial,7,6,True,False,Small Tufted grass/sedge,6,3.5
Radial,7,7,False,True,Climber,3,0.5
Radial,7,7,False,True,Large Forb/Herb,3,1.0
Radial,7,7,False,True,Large Forb/Herb,6,0.5
Radial,7,7,False,True,Large Tufted grass/sedge,0,3.0
Radial,7,7,False,True,Large Tufted grass/sedge,3,3.0
Radial,7,7,False,True,Medium Forb/Herb,0,1.5
Radial,7,7,False,True,Medium Forb/Herb,3,6.0
Radial,7,7,False,True,Medium Forb/Herb,6,4.5
Radial,7,7,False,True,Medium Non-tufted grass/sedge,0,0.5
Radial,7,7,False,True,Medium Non-tufted grass/sedge,3,3.0
Radial,7,7,False,True,Medium Non-tufted grass/sedge,6,3.5
Radial,7,7,False,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Radial,7,7,False,True,Prostrate or Mat-forming Forb/Herb,6,1.5
Radial,7,7,False,True,Small Tufted grass/sedge,0,15.5
Radial,7,7,False,True,Small Tufted grass/sedge,3,0.5
Radial,7,7,False,True,Small Tufted grass/sedge,6,7.5
Radial,7,8,True,True,Large Forb/Herb,3,1.0
Radial,7,8,True,True,Large Forb/Herb,6,0.5
Radial,7,8,True,True,Medium Forb/Herb,3,4.0
Radial,7,8,True,True,Medium Forb/Herb,6,1.0
Radial,7,8,True,True,Medium Non-tufted grass/sedge,0,0.5
Radial,7,8,True,True,Medium Non-tufted grass/sedge,3,7.5
Radial,7,8,True,True,Medium Non-tufted grass/sedge,6,0.5
Radial,7,8,True,True,Prostrate or Mat-forming Forb/Herb,0,1.0
Radial,7,8,True,True,Prostrate or Mat-forming Forb/Herb,3,58.0
Radial,7,8,True,True,Prostrate or Mat-forming Forb/Herb,6,1.0
Radial,7,8,True,True,Shrub,6,0.5
Radial,7,8,True,True,Small Tufted grass/sedge,0,7.5
Radial,7,8,True,True,Small Tufted grass/sedge,3,18.0
Radial,7,8,True,True,Small Tufted grass/sedge,6,0.5
Radial,7,8,True,True,Tiny Tufted grass/sedge,6,0.5
Radial,7,8,True,True,Tufted Ground Fern,0,0.5
Radial,7,8,True,True,Tufted Ground Fern,3,0.5
Radial,7,8,True,True,Tufted Ground Fern,6,0.5
Radial,7,9,False,False,Large Forb/Herb,0,0.5
Radial,7,9,False,False,Large Forb/Herb,3,3.5
Radial,7,9,False,False,Large Forb/Herb,6,0.5
Radial,7,9,False,False,Large Tufted grass/sedge,0,0.5
Radial,7,9,False,False,Medium Forb/Herb,0,3.5
Radial,7,9,False,False,Medium Forb/Herb,3,5.0
Radial,7,9,False,False,Medium Forb/Herb,6,1.5
Radial,7,9,False,False,Medium Non-tufted grass/sedge,0,0.5
Radial,7,9,False,False,Medium Non-tufted grass/sedge,3,0.5
Radial,7,9,False,False,Medium Non-tufted grass/sedge,6,0.5
Radial,7,9,False,False,Prostrate or Mat-forming Forb/Herb,0,3.5
Radial,7,9,False,False,Prostrate or Mat-forming Forb/Herb,3,7.5
Radial,7,9,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Radial,7,9,False,False,Small Tufted grass/sedge,0,25.5
Radial,7,9,False,False,Small Tufted grass/sedge,3,7.5
Radial,7,9,False,False,Small Tufted grass/sedge,6,3.0
Radial,7,10,True,True,Large Forb/Herb,0,1.0
Radial,7,10,True,True,Large Forb/Herb,3,1.0
Radial,7,10,True,True,Large Forb/Herb,6,3.0
Radial,7,10,True,True,Large Tufted grass/sedge,3,25.0
Radial,7,10,True,True,Medium Forb/Herb,0,1.5
Radial,7,10,True,True,Medium Forb/Herb,3,5.0
Radial,7,10,True,True,Medium Forb/Herb,6,1.5
Radial,7,10,True,True,Medium Non-tufted grass/sedge,0,0.5
Radial,7,10,True,True,Medium Non-tufted grass/sedge,3,7.5
Radial,7,10,True,True,Medium Non-tufted grass/sedge,6,3.0
Radial,7,10,True,True,Medium Tufted grass/sedge,6,50.0
Radial,7,10,True,True,Prostrate or Mat-forming Forb/Herb,0,4.0
Radial,7,10,True,True,Prostrate or Mat-forming Forb/Herb,3,48.5
Radial,7,10,True,True,Prostrate or Mat-forming Forb/Herb,6,1.5
Radial,7,10,True,True,Small Tufted grass/sedge,0,3.0
Radial,7,10,True,True,Small Tufted grass/sedge,3,3.0
Radial,7,10,True,True,Small Tufted grass/sedge,6,7.5
Radial,7,11,False,False,Large Forb/Herb,0,1.0
Radial,7,11,False,False,Large Forb/Herb,3,3.0
Radial,7,11,False,False,Large Tufted grass/sedge,3,0.5
Radial,7,11,False,False,Medium Forb/Herb,0,1.5
Radial,7,11,False,False,Medium Forb/Herb,3,1.5
Radial,7,11,False,False,Medium Forb/Herb,6,8.0
Radial,7,11,False,False,Medium Non-tufted grass/sedge,0,0.5
Radial,7,11,False,False,Medium Non-tufted grass/sedge,3,0.5
Radial,7,11,False,False,Medium Non-tufted grass/sedge,6,0.5
Radial,7,11,False,False,Medium Tufted grass/sedge,6,0.5
Radial,7,11,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Radial,7,11,False,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Radial,7,11,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Radial,7,11,False,False,Small Tufted grass/sedge,0,3.0
Radial,7,11,False,False,Small Tufted grass/sedge,3,3.0
Radial,7,11,False,False,Small Tufted grass/sedge,6,0.5
Radial,7,12,True,True,Large Forb/Herb,0,1.0
Radial,7,12,True,True,Large Forb/Herb,3,0.5
Radial,7,12,True,True,Large Forb/Herb,6,0.5
Radial,7,12,True,True,Medium Forb/Herb,0,1.0
Radial,7,12,True,True,Medium Forb/Herb,3,15.0
Radial,7,12,True,True,Medium Forb/Herb,6,0.5
Radial,7,12,True,True,Medium Non-tufted grass/sedge,0,3.0
Radial,7,12,True,True,Medium Non-tufted grass/sedge,3,15.0
Radial,7,12,True,True,Medium Non-tufted grass/sedge,6,0.5
Radial,7,12,True,True,Medium Tufted grass/sedge,6,0.5
Radial,7,12,True,True,Prostrate or Mat-forming Forb/Herb,0,8.0
Radial,7,12,True,True,Prostrate or Mat-forming Forb/Herb,3,3.0
Radial,7,12,True,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Radial,7,12,True,True,Small Tufted grass/sedge,0,35.0
Radial,7,12,True,True,Small Tufted grass/sedge,3,15.0
Radial,7,13,False,True,Large Forb/Herb,0,0.5
Radial,7,13,False,True,Large Forb/Herb,3,0.5
Radial,7,13,False,True,Large Forb/Herb,6,0.5
Radial,7,13,False,True,Medium Forb/Herb,0,4.0
Radial,7,13,False,True,Medium Forb/Herb,3,5.5
Radial,7,13,False,True,Medium Forb/Herb,6,1.0
Radial,7,13,False,True,Medium Non-tufted grass/sedge,0,0.5
Radial,7,13,False,True,Medium Non-tufted grass/sedge,3,3.0
Radial,7,13,False,True,Medium Non-tufted grass/sedge,6,3.0
Radial,7,13,False,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Radial,7,13,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Radial,7,13,False,True,Small Tufted grass/sedge,0,7.5
Radial,7,13,False,True,Small Tufted grass/sedge,3,1.0
Radial,7,13,False,True,Small Tufted grass/sedge,6,0.5
Radial,7,14,True,True,Large Forb/Herb,0,1.5
Radial,7,14,True,True,Large Forb/Herb,3,6.5
Radial,7,14,True,True,Large Forb/Herb,6,3.0
Radial,7,14,True,True,Large Tufted grass/sedge,6,7.5
Radial,7,14,True,True,Medium Forb/Herb,0,2.5
Radial,7,14,True,True,Medium Forb/Herb,3,14.0
Radial,7,14,True,True,Medium Forb/Herb,6,7.5
Radial,7,14,True,True,Medium Non-tufted grass/sedge,0,0.5
Radial,7,14,True,True,Medium Non-tufted grass/sedge,3,15.0
Radial,7,14,True,True,Medium Non-tufted grass/sedge,6,25.0
Radial,7,14,True,True,Medium Tufted grass/sedge,6,7.5
Radial,7,14,True,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Radial,7,14,True,True,Prostrate or Mat-forming Forb/Herb,3,1.0
Radial,7,14,True,True,Scrambler,3,0.5
Radial,7,14,True,True,Small Tufted grass/sedge,0,3.5
Radial,7,14,True,True,Small Tufted grass/sedge,3,35.0
Radial,7,14,True,True,Small Tufted grass/sedge,6,10.5
Radial,7,15,False,True,Large Forb/Herb,0,1.0
Radial,7,15,False,True,Large Forb/Herb,6,1.0
Radial,7,15,False,True,Large Tufted grass/sedge,3,3.0
Radial,7,15,False,True,Large Tufted grass/sedge,6,3.0
Radial,7,15,False,True,Medium Forb/Herb,0,5.0
Radial,7,15,False,True,Medium Forb/Herb,3,1.5
Radial,7,15,False,True,Medium Forb/Herb,6,1.5
Radial,7,15,False,True,Medium Non-tufted grass/sedge,0,25.0
Radial,7,15,False,True,Medium Non-tufted grass/sedge,3,45.0
Radial,7,15,False,True,Medium Non-tufted grass/sedge,6,35.0
Radial,7,15,False,True,Medium Tufted grass/sedge,3,3.0
Radial,7,15,False,True,Prostrate or Mat-forming Forb/Herb,0,1.0
Radial,7,15,False,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Radial,7,15,False,True,Prostrate or Mat-forming Forb/Herb,6,1.0
Radial,7,15,False,True,Scrambler,3,0.5
Radial,7,15,False,True,Small Tufted grass/sedge,0,35.0
Radial,7,15,False,True,Small Tufted grass/sedge,3,0.5
Radial,7,15,False,True,Small Tufted grass/sedge,6,10.5
Radial,7,16,True,False,Large Forb/Herb,0,1.0
Radial,7,16,True,False,Large Forb/Herb,3,1.5
Radial,7,16,True,False,Large Forb/Herb,6,1.0
Radial,7,16,True,False,Large Tufted grass/sedge,0,3.0
Radial,7,16,True,False,Large Tufted grass/sedge,3,3.0
Radial,7,16,True,False,Large Tufted grass/sedge,6,7.5
Radial,7,16,True,False,Medium Forb/Herb,0,4.5
Radial,7,16,True,False,Medium Forb/Herb,3,6.5
Radial,7,16,True,False,Medium Forb/Herb,6,4.0
Radial,7,16,True,False,Medium Non-tufted grass/sedge,0,0.5
Radial,7,16,True,False,Medium Non-tufted grass/sedge,3,3.0
Radial,7,16,True,False,Medium Non-tufted grass/sedge,6,3.0
Radial,7,16,True,False,Medium Tufted grass/sedge,6,3.0
Radial,7,16,True,False,Prostrate or Mat-forming Forb/Herb,0,4.0
Radial,7,16,True,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Radial,7,16,True,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Radial,7,16,True,False,Small Tufted grass/sedge,0,7.5
Radial,7,16,True,False,Small Tufted grass/sedge,3,7.5
Radial,7,16,True,False,Small Tufted grass/sedge,6,18.0
Radial,7,17,False,False,Large Forb/Herb,0,0.5
Radial,7,17,False,False,Large Forb/Herb,3,0.5
Radial,7,17,False,False,Large Forb/Herb,6,0.5
Radial,7,17,False,False,Medium Forb/Herb,0,1.0
Radial,7,17,False,False,Medium Forb/Herb,3,8.0
Radial,7,17,False,False,Medium Forb/Herb,6,3.5
Radial,7,17,False,False,Medium Non-tufted grass/sedge,0,0.5
Radial,7,17,False,False,Medium Non-tufted grass/sedge,6,0.5
Radial,7,17,False,False,Medium Tufted grass/sedge,0,0.5
Radial,7,17,False,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Radial,7,17,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Radial,7,17,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Radial,7,17,False,False,Small Tufted grass/sedge,0,35.0
Radial,7,17,False,False,Small Tufted grass/sedge,3,7.5
Radial,7,17,False,False,Small Tufted grass/sedge,6,3.0
Radial,7,18,True,True,Climber,3,0.5
Radial,7,18,True,True,Climber,6,0.5
Radial,7,18,True,True,Large Forb/Herb,0,1.0
Radial,7,18,True,True,Large Forb/Herb,3,3.5
Radial,7,18,True,True,Large Forb/Herb,6,1.5
Radial,7,18,True,True,Large Tufted grass/sedge,0,3.0
Radial,7,18,True,True,Large Tufted grass/sedge,3,45.0
Radial,7,18,True,True,Medium Forb/Herb,0,1.5
Radial,7,18,True,True,Medium Forb/Herb,3,10.5
Radial,7,18,True,True,Medium Forb/Herb,6,1.5
Radial,7,18,True,True,Medium Non-tufted grass/sedge,0,0.5
Radial,7,18,True,True,Medium Non-tufted grass/sedge,3,0.5
Radial,7,18,True,True,Medium Non-tufted grass/sedge,6,0.5
Radial,7,18,True,True,Medium Tufted grass/sedge,6,55.0
Radial,7,18,True,True,Prostrate Shrub,0,0.5
Radial,7,18,True,True,Prostrate or Mat-forming Forb/Herb,0,1.0
Radial,7,18,True,True,Prostrate or Mat-forming Forb/Herb,3,1.0
Radial,7,18,True,True,Prostrate or Mat-forming Forb/Herb,6,1.5
Radial,7,18,True,True,Small Tufted grass/sedge,0,3.0
Radial,7,18,True,True,Small Tufted grass/sedge,3,15.0
Radial,7,18,True,True,Small Tufted grass/sedge,6,1.0
Radial,7,19,False,True,Large Forb/Herb,0,0.5
Radial,7,19,False,True,Large Forb/Herb,3,0.5
Radial,7,19,False,True,Large Forb/Herb,6,3.0
Radial,7,19,False,True,Medium Forb/Herb,3,2.0
Radial,7,19,False,True,Medium Forb/Herb,6,4.5
Radial,7,19,False,True,Medium Non-tufted grass/sedge,0,0.5
Radial,7,19,False,True,Medium Non-tufted grass/sedge,3,0.5
Radial,7,19,False,True,Medium Tufted grass/sedge,6,75.0
Radial,7,19,False,True,Prostrate or Mat-forming Forb/Herb,0,1.0
Radial,7,19,False,True,Prostrate or Mat-forming Forb/Herb,6,1.0
Radial,7,19,False,True,Small Tufted grass/sedge,0,7.5
Radial,7,19,False,True,Small Tufted grass/sedge,3,7.5
Radial,7,19,False,True,Small Tufted grass/sedge,6,3.5
Radial,7,20,True,True,Large Forb/Herb,0,1.0
Radial,7,20,True,True,Large Forb/Herb,3,3.5
Radial,7,20,True,True,Large Forb/Herb,6,4.0
Radial,7,20,True,True,Medium Forb/Herb,0,4.5
Radial,7,20,True,True,Medium Forb/Herb,3,6.5
Radial,7,20,True,True,Medium Forb/Herb,6,8.0
Radial,7,20,True,True,Medium Non-tufted grass/sedge,0,0.5
Radial,7,20,True,True,Medium Non-tufted grass/sedge,6,0.5
Radial,7,20,True,True,Medium Tufted grass/sedge,6,95.0
Radial,7,20,True,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Radial,7,20,True,True,Prostrate or Mat-forming Forb/Herb,3,3.5
Radial,7,20,True,True,Prostrate or Mat-forming Forb/Herb,6,1.5
Radial,7,20,True,True,Small Tufted grass/sedge,0,3.0
Radial,7,20,True,True,Small Tufted grass/sedge,3,7.5
Radial,7,20,True,True,Small Tufted grass/sedge,6,3.5
Radial,7,21,False,False,Large Forb/Herb,0,0.5
Radial,7,21,False,False,Large Forb/Herb,3,3.5
Radial,7,21,False,False,Large Forb/Herb,6,0.5
Radial,7,21,False,False,Large Tufted grass/sedge,0,0.5
Radial,7,21,False,False,Medium Forb/Herb,0,15.0
Radial,7,21,False,False,Medium Forb/Herb,3,15.0
Radial,7,21,False,False,Medium Forb/Herb,6,4.0
Radial,7,21,False,False,Medium Non-tufted grass/sedge,0,0.5
Radial,7,21,False,False,Medium Non-tufted grass/sedge,6,0.5
Radial,7,21,False,False,Medium Tufted grass/sedge,3,0.5
Radial,7,21,False,False,Medium Tufted grass/sedge,6,65.0
Radial,7,21,False,False,Prostrate or Mat-forming Forb/Herb,0,25.0
Radial,7,21,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Radial,7,21,False,False,Small Tufted grass/sedge,0,55.0
Radial,7,21,False,False,Small Tufted grass/sedge,3,7.5
Radial,7,21,False,False,Small Tufted grass/sedge,6,3.0
Radial,7,22,True,False,Large Forb/Herb,0,1.0
Radial,7,22,True,False,Large Forb/Herb,3,1.0
Radial,7,22,True,False,Medium Forb/Herb,0,1.5
Radial,7,22,True,False,Medium Forb/Herb,3,3.5
Radial,7,22,True,False,Medium Forb/Herb,6,3.5
Radial,7,22,True,False,Medium Non-tufted grass/sedge,0,0.5
Radial,7,22,True,False,Medium Non-tufted grass/sedge,3,0.5
Radial,7,22,True,False,Medium Non-tufted grass/sedge,6,3.0
Radial,7,22,True,False,Medium Tufted grass/sedge,0,0.5
Radial,7,22,True,False,Prostrate or Mat-forming Forb/Herb,0,1.0
Radial,7,22,True,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Radial,7,22,True,False,Small Tufted grass/sedge,0,3.0
Radial,7,22,True,False,Small Tufted grass/sedge,3,3.0
Radial,7,22,True,False,Small Tufted grass/sedge,6,1.0
Radial,7,23,False,False,Large Forb/Herb,0,0.5
Radial,7,23,False,False,Large Forb/Herb,3,0.5
Radial,7,23,False,False,Large Forb/Herb,6,0.5
Radial,7,23,False,False,Large Tufted grass/sedge,0,0.5
Radial,7,23,False,False,Large Tufted grass/sedge,3,3.0
Radial,7,23,False,False,Medium Forb/Herb,0,1.5
Radial,7,23,False,False,Medium Forb/Herb,3,6.0
Radial,7,23,False,False,Medium Forb/Herb,6,1.5
Radial,7,23,False,False,Medium Non-tufted grass/sedge,0,0.5
Radial,7,23,False,False,Medium Non-tufted grass/sedge,3,0.5
Radial,7,23,False,False,Medium Non-tufted grass/sedge,6,0.5
Radial,7,23,False,False,Medium Tufted grass/sedge,3,0.5
Radial,7,23,False,False,Medium Tufted grass/sedge,6,1.0
Radial,7,23,False,False,Prostrate or Mat-forming Forb/Herb,0,7.5
Radial,7,23,False,False,Prostrate or Mat-forming Forb/Herb,3,3.0
Radial,7,23,False,False,Prostrate or Mat-forming Forb/Herb,6,0.5
Radial,7,23,False,False,Small Shrub,6,0.5
Radial,7,23,False,False,Small Tufted grass/sedge,0,15.0
Radial,7,23,False,False,Small Tufted grass/sedge,3,15.0
Radial,7,23,False,False,Small Tufted grass/sedge,6,1.0
Radial,7,24,True,False,Large Forb/Herb,0,1.0
Radial,7,24,True,False,Large Forb/Herb,3,3.5
Radial,7,24,True,False,Large Forb/Herb,6,0.5
Radial,7,24,True,False,Medium Forb/Herb,0,1.0
Radial,7,24,True,False,Medium Forb/Herb,3,4.5
Radial,7,24,True,False,Medium Forb/Herb,6,1.0
Radial,7,24,True,False,Medium Non-tufted grass/sedge,0,0.5
Radial,7,24,True,False,Medium Non-tufted grass/sedge,3,0.5
Radial,7,24,True,False,Medium Non-tufted grass/sedge,6,0.5
Radial,7,24,True,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Radial,7,24,True,False,Prostrate or Mat-forming Forb/Herb,3,0.5
Radial,7,24,True,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Radial,7,24,True,False,Small Tufted grass/sedge,0,0.5
Radial,7,24,True,False,Small Tufted grass/sedge,3,0.5
Radial,7,25,False,False,Large Forb/Herb,0,1.5
Radial,7,25,False,False,Large Forb/Herb,3,1.0
Radial,7,25,False,False,Large Forb/Herb,6,0.5
Radial,7,25,False,False,Large Tufted grass/sedge,0,7.5
Radial,7,25,False,False,Medium Forb/Herb,0,1.0
Radial,7,25,False,False,Medium Forb/Herb,3,4.5
Radial,7,25,False,False,Medium Forb/Herb,6,4.0
Radial,7,25,False,False,Medium Non-tufted grass/sedge,3,0.5
Radial,7,25,False,False,Medium Non-tufted grass/sedge,6,0.5
Radial,7,25,False,False,Medium Tufted grass/sedge,6,0.5
Radial,7,25,False,False,Prostrate Shrub,0,0.5
Radial,7,25,False,False,Prostrate Shrub,3,0.5
Radial,7,25,False,False,Prostrate Shrub,6,0.5
Radial,7,25,False,False,Prostrate or Mat-forming Forb/Herb,0,0.5
Radial,7,25,False,False,Prostrate or Mat-forming Forb/Herb,3,7.5
Radial,7,25,False,False,Prostrate or Mat-forming Forb/Herb,6,1.0
Radial,7,25,False,False,Small Tufted grass/sedge,0,7.5
Radial,7,25,False,False,Small Tufted grass/sedge,3,7.5
Radial,7,25,False,False,Small Tufted grass/sedge,6,1.0
Radial,7,26,True,True,Large Forb/Herb,0,1.0
Radial,7,26,True,True,Large Forb/Herb,3,0.5
Radial,7,26,True,True,Large Forb/Herb,6,3.5
Radial,7,26,True,True,Large Tufted grass/sedge,3,3.0
Radial,7,26,True,True,Medium Forb/Herb,0,2.0
Radial,7,26,True,True,Medium Forb/Herb,3,3.0
Radial,7,26,True,True,Medium Forb/Herb,6,0.5
Radial,7,26,True,True,Medium Non-tufted grass/sedge,0,7.5
Radial,7,26,True,True,Medium Non-tufted grass/sedge,3,7.5
Radial,7,26,True,True,Medium Non-tufted grass/sedge,6,0.5
Radial,7,26,True,True,Medium Tufted grass/sedge,3,0.5
Radial,7,26,True,True,Medium Tufted grass/sedge,6,48.0
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,0,1.0
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,3,1.0
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Radial,7,26,True,True,Small Forb/Herb,6,0.5
Radial,7,26,True,True,Small Tufted grass/sedge,0,55.0
Radial,7,26,True,True,Small Tufted grass/sedge,3,25.0
Radial,7,27,False,True,Climber,0,0.5
Radial,7,27,False,True,Large Forb/Herb,0,1.0
Radial,7,27,False,True,Large Forb/Herb,3,3.0
Radial,7,27,False,True,Large Forb/Herb,6,0.5
Radial,7,27,False,True,Large Tufted grass/sedge,0,1.0
Radial,7,27,False,True,Medium Forb/Herb,0,2.0
Radial,7,27,False,True,Medium Forb/Herb,3,4.0
Radial,7,27,False,True,Medium Forb/Herb,6,7.5
Radial,7,27,False,True,Medium Non-tufted grass/sedge,0,35.0
Radial,7,27,False,True,Medium Non-tufted grass/sedge,3,25.0
Radial,7,27,False,True,Medium Non-tufted grass/sedge,6,15.0
Radial,7,27,False,True,Medium Tufted grass/sedge,6,3.0
Radial,7,27,False,True,Prostrate or Mat-forming Forb/Herb,0,15.5
Radial,7,27,False,True,Prostrate or Mat-forming Forb/Herb,3,15.5
Radial,7,27,False,True,Prostrate or Mat-forming Forb/Herb,6,0.5
Radial,7,27,False,True,Small Tufted grass/sedge,0,25.0
Radial,7,27,False,True,Small Tufted grass/sedge,3,7.5
Radial,7,28,True,True,Large Forb/Herb,0,1.0
Radial,7,28,True,True,Large Forb/Herb,3,1.5
Radial,7,28,True,True,Large Forb/Herb,6,0.5
Radial,7,28,True,True,Large Tufted grass/sedge,0,0.5
Radial,7,28,True,True,Large Tufted grass/sedge,3,0.5
Radial,7,28,True,True,Medium Forb/Herb,0,1.0
Radial,7,28,True,True,Medium Forb/Herb,3,2.5
Radial,7,28,True,True,Medium Forb/Herb,6,0.5
Radial,7,28,True,True,Medium Non-tufted grass/sedge,0,0.5
Radial,7,28,True,True,Medium Non-tufted grass/sedge,3,3.0
Radial,7,28,True,True,Medium Non-tufted grass/sedge,6,0.5
Radial,7,28,True,True,Medium Tufted grass/sedge,6,0.5
Radial,7,28,True,True,Prostrate or Mat-forming Forb/Herb,0,0.5
Radial,7,28,True,True,Prostrate or Mat-forming Forb/Herb,3,0.5
Radial,7,28,True,True,Small Tufted grass/sedge,0,3.0
Radial,7,28,True,True,Small Tufted grass/sedge,3,15.0
Radial,7,28,True,True,Small Tufted grass/sedge,6,0.5
Radial,7,28,True,True,Tufted Ground Fern,0,0.5
Radial,7,28,True,True,Tufted Ground Fern,3,3.0
Radial,7,28,True,True,Tufted Ground Fern,6,0.5
Radial,7,29,False,True,Large Forb/Herb,0,0.5
Radial,7,29,False,True,Large Forb/Herb,3,0.5
Radial,7,29,False,True,Large Tufted grass/sedge,0,0.5
Radial,7,29,False,True,Large Tufted grass/sedge,3,3.0
Radial,7,29,False,True,Medium Forb/Herb,0,2.0
Radial,7,29,False,True,Medium Forb/Herb,3,6.5
Radial,7,29,False,True,Medium Forb/Herb,6,4.0
Radial,7,29,False,True,Medium Non-tufted grass/sedge,3,3.0
Radial,7,29,False,True,Medium Non-tufted grass/sedge,6,0.5
Radial,7,29,False,True,Medium Tufted grass/sedge,6,0.5
Radial,7,29,False,True,Prostrate or Mat-forming Forb/Herb,0,3.5
Radial,7,29,False,True,Prostrate or Mat-forming Forb/Herb,3,3.0
Radial,7,29,False,True,Prostrate or Mat-forming Forb/Herb,6,8.0
Radial,7,29,False,True,Small Tufted grass/sedge,0,7.5
Radial,7,29,False,True,Small Tufted grass/sedge,3,3.0
Radial,7,29,False,True,Small Tufted grass/sedge,6,0.5
Radial,7,30,True,True,Large Forb/Herb,0,1.0
Radial,7,30,True,True,Large Forb/Herb,3,6.0
Radial,7,30,True,True,Large Forb/Herb,6,3.0
Radial,7,30,True,True,Large Tufted grass/sedge,0,8.0
Radial,7,30,True,True,Large Tufted grass/sedge,3,45.0
Radial,7,30,True,True,Medium Forb/Herb,0,2.5
