Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Year,0
Radial,7,13,False,True,Large Forb/Herb,0,0.0425531914893617
Radial,7,13,False,True,Large Forb/Herb,3,0.0425531914893617
Radial,7,13,False,True,Large Forb/Herb,6,0.02127659574468085
Radial,7,13,False,True,Medium Forb/Herb,0,0.10638297872340426
Radial,7,13,False,True,Medium Forb/Herb,3,0.2553191489361702
Radial,7,13,False,True,Medium Forb/Herb,6,0.06382978723404255
Radial,7,13,False,True,Medium Non-tufted grass/sedge,0,0.02127659574468085
Radial,7,13,False,True,Medium Non-tufted grass/sedge,3,0.0425531914893617
Radial,7,13,False,True,Medium Non-tufted grass/sedge,6,0.0425531914893617
Radial,7,13,False,True,Prostrate or Mat-forming Forb/Herb,0,0.0425531914893617
Radial,7,13,False,True,Prostrate or Mat-forming Forb/Herb,3,0.0
Radial,7,13,False,True,Prostrate or Mat-forming Forb/Herb,6,0.02127659574468085
Radial,7,13,False,True,Small Tufted grass/sedge,0,0.2127659574468085
Radial,7,13,False,True,Small Tufted grass/sedge,3,0.06382978723404255
Radial,7,13,False,True,Small Tufted grass/sedge,6,0.02127659574468085
Radial,7,14,True,True,Large Forb/Herb,0,0.014423076923076924
Radial,7,14,True,True,Large Forb/Herb,3,0.028846153846153848
Radial,7,14,True,True,Large Forb/Herb,6,0.009615384615384616
Radial,7,14,True,True,Large Tufted grass/sedge,0,0.0
Radial,7,14,True,True,Large Tufted grass/sedge,3,0.0
Radial,7,14,True,True,Large Tufted grass/sedge,6,0.04807692307692308
Radial,7,14,True,True,Medium Forb/Herb,0,0.028846153846153848
Radial,7,14,True,True,Medium Forb/Herb,3,0.09615384615384616
Radial,7,14,True,True,Medium Forb/Herb,6,0.04807692307692308
Radial,7,14,True,True,Medium Non-tufted grass/sedge,0,0.004807692307692308
Radial,7,14,True,True,Medium Non-tufted grass/sedge,3,0.09615384615384616
Radial,7,14,True,True,Medium Non-tufted grass/sedge,6,0.19230769230769232
Radial,7,14,True,True,Medium Tufted grass/sedge,0,0.0
Radial,7,14,True,True,Medium Tufted grass/sedge,3,0.0
Radial,7,14,True,True,Medium Tufted grass/sedge,6,0.04807692307692308
Radial,7,14,True,True,Prostrate or Mat-forming Forb/Herb,0,0.004807692307692308
Radial,7,14,True,True,Prostrate or Mat-forming Forb/Herb,3,0.009615384615384616
Radial,7,14,True,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Radial,7,14,True,True,Scrambler,0,0.0
Radial,7,14,True,True,Scrambler,3,0.004807692307692308
Radial,7,14,True,True,Scrambler,6,0.0
Radial,7,14,True,True,Small Tufted grass/sedge,0,0.014423076923076924
Radial,7,14,True,True,Small Tufted grass/sedge,3,0.2932692307692308
Radial,7,14,True,True,Small Tufted grass/sedge,6,0.057692307692307696
Radial,7,15,False,True,Large Forb/Herb,0,0.006872852233676976
Radial,7,15,False,True,Large Forb/Herb,3,0.003436426116838488
Radial,7,15,False,True,Large Forb/Herb,6,0.006872852233676976
Radial,7,15,False,True,Large Tufted grass/sedge,0,0.0
Radial,7,15,False,True,Large Tufted grass/sedge,3,0.006872852233676976
Radial,7,15,False,True,Large Tufted grass/sedge,6,0.006872852233676976
Radial,7,15,False,True,Medium Forb/Herb,0,0.030927835051546393
Radial,7,15,False,True,Medium Forb/Herb,3,0.020618556701030927
Radial,7,15,False,True,Medium Forb/Herb,6,0.01718213058419244
Radial,7,15,False,True,Medium Non-tufted grass/sedge,0,0.13745704467353953
Radial,7,15,False,True,Medium Non-tufted grass/sedge,3,0.27491408934707906
Radial,7,15,False,True,Medium Non-tufted grass/sedge,6,0.20618556701030927
Radial,7,15,False,True,Medium Tufted grass/sedge,0,0.0
Radial,7,15,False,True,Medium Tufted grass/sedge,3,0.006872852233676976
Radial,7,15,False,True,Medium Tufted grass/sedge,6,0.0
Radial,7,15,False,True,Prostrate or Mat-forming Forb/Herb,0,0.010309278350515464
Radial,7,15,False,True,Prostrate or Mat-forming Forb/Herb,3,0.003436426116838488
Radial,7,15,False,True,Prostrate or Mat-forming Forb/Herb,6,0.006872852233676976
Radial,7,15,False,True,Scrambler,0,0.0
Radial,7,15,False,True,Scrambler,3,0.003436426116838488
Radial,7,15,False,True,Scrambler,6,0.0
Radial,7,15,False,True,Small Tufted grass/sedge,0,0.20618556701030927
Radial,7,15,False,True,Small Tufted grass/sedge,3,0.003436426116838488
Radial,7,15,False,True,Small Tufted grass/sedge,6,0.041237113402061855
Radial,7,16,True,False,Large Forb/Herb,0,0.031578947368421054
Radial,7,16,True,False,Large Forb/Herb,3,0.031578947368421054
Radial,7,16,True,False,Large Forb/Herb,6,0.021052631578947368
Radial,7,16,True,False,Large Tufted grass/sedge,0,0.021052631578947368
Radial,7,16,True,False,Large Tufted grass/sedge,3,0.021052631578947368
Radial,7,16,True,False,Large Tufted grass/sedge,6,0.10526315789473684
Radial,7,16,True,False,Medium Forb/Herb,0,0.07368421052631578
Radial,7,16,True,False,Medium Forb/Herb,3,0.07368421052631578
Radial,7,16,True,False,Medium Forb/Herb,6,0.042105263157894736
Radial,7,16,True,False,Medium Non-tufted grass/sedge,0,0.010526315789473684
Radial,7,16,True,False,Medium Non-tufted grass/sedge,3,0.021052631578947368
Radial,7,16,True,False,Medium Non-tufted grass/sedge,6,0.021052631578947368
Radial,7,16,True,False,Medium Tufted grass/sedge,0,0.0
Radial,7,16,True,False,Medium Tufted grass/sedge,3,0.0
Radial,7,16,True,False,Medium Tufted grass/sedge,6,0.021052631578947368
Radial,7,16,True,False,Prostrate or Mat-forming Forb/Herb,0,0.042105263157894736
Radial,7,16,True,False,Prostrate or Mat-forming Forb/Herb,3,0.010526315789473684
Radial,7,16,True,False,Prostrate or Mat-forming Forb/Herb,6,0.010526315789473684
Radial,7,16,True,False,Small Tufted grass/sedge,0,0.10526315789473684
Radial,7,16,True,False,Small Tufted grass/sedge,3,0.10526315789473684
Radial,7,16,True,False,Small Tufted grass/sedge,6,0.23157894736842105
Radial,7,17,False,False,Large Forb/Herb,0,0.02586206896551724
Radial,7,17,False,False,Large Forb/Herb,3,0.008620689655172414
Radial,7,17,False,False,Large Forb/Herb,6,0.008620689655172414
Radial,7,17,False,False,Medium Forb/Herb,0,0.02586206896551724
Radial,7,17,False,False,Medium Forb/Herb,3,0.1724137931034483
Radial,7,17,False,False,Medium Forb/Herb,6,0.04310344827586207
Radial,7,17,False,False,Medium Non-tufted grass/sedge,0,0.008620689655172414
Radial,7,17,False,False,Medium Non-tufted grass/sedge,3,0.0
Radial,7,17,False,False,Medium Non-tufted grass/sedge,6,0.008620689655172414
Radial,7,17,False,False,Medium Tufted grass/sedge,0,0.008620689655172414
Radial,7,17,False,False,Medium Tufted grass/sedge,3,0.0
Radial,7,17,False,False,Medium Tufted grass/sedge,6,0.0
Radial,7,17,False,False,Prostrate or Mat-forming Forb/Herb,0,0.017241379310344827
Radial,7,17,False,False,Prostrate or Mat-forming Forb/Herb,3,0.017241379310344827
Radial,7,17,False,False,Prostrate or Mat-forming Forb/Herb,6,0.008620689655172414
Radial,7,17,False,False,Small Tufted grass/sedge,0,0.5258620689655172
Radial,7,17,False,False,Small Tufted grass/sedge,3,0.09482758620689655
Radial,7,17,False,False,Small Tufted grass/sedge,6,0.02586206896551724
Radial,7,18,True,True,Climber,0,0.0
Radial,7,18,True,True,Climber,3,0.0037313432835820895
Radial,7,18,True,True,Climber,6,0.0037313432835820895
Radial,7,18,True,True,Large Forb/Herb,0,0.011194029850746268
Radial,7,18,True,True,Large Forb/Herb,3,0.014925373134328358
Radial,7,18,True,True,Large Forb/Herb,6,0.011194029850746268
Radial,7,18,True,True,Large Tufted grass/sedge,0,0.007462686567164179
Radial,7,18,True,True,Large Tufted grass/sedge,3,0.30223880597014924
Radial,7,18,True,True,Large Tufted grass/sedge,6,0.0
Radial,7,18,True,True,Medium Forb/Herb,0,0.014925373134328358
Radial,7,18,True,True,Medium Forb/Herb,3,0.11194029850746269
Radial,7,18,True,True,Medium Forb/Herb,6,0.014925373134328358
Radial,7,18,True,True,Medium Non-tufted grass/sedge,0,0.0037313432835820895
Radial,7,18,True,True,Medium Non-tufted grass/sedge,3,0.0037313432835820895
Radial,7,18,True,True,Medium Non-tufted grass/sedge,6,0.0037313432835820895
Radial,7,18,True,True,Medium Tufted grass/sedge,0,0.0
Radial,7,18,True,True,Medium Tufted grass/sedge,3,0.0
Radial,7,18,True,True,Medium Tufted grass/sedge,6,0.373134328358209
Radial,7,18,True,True,Prostrate Shrub,0,0.0037313432835820895
Radial,7,18,True,True,Prostrate Shrub,3,0.0
Radial,7,18,True,True,Prostrate Shrub,6,0.0
Radial,7,18,True,True,Prostrate or Mat-forming Forb/Herb,0,0.007462686567164179
Radial,7,18,True,True,Prostrate or Mat-forming Forb/Herb,3,0.007462686567164179
Radial,7,18,True,True,Prostrate or Mat-forming Forb/Herb,6,0.011194029850746268
Radial,7,18,True,True,Small Tufted grass/sedge,0,0.007462686567164179
Radial,7,18,True,True,Small Tufted grass/sedge,3,0.07462686567164178
Radial,7,18,True,True,Small Tufted grass/sedge,6,0.007462686567164179
Radial,7,19,False,True,Large Forb/Herb,0,0.005434782608695652
Radial,7,19,False,True,Large Forb/Herb,3,0.010869565217391304
Radial,7,19,False,True,Large Forb/Herb,6,0.010869565217391304
Radial,7,19,False,True,Medium Forb/Herb,0,0.0
Radial,7,19,False,True,Medium Forb/Herb,3,0.02717391304347826
Radial,7,19,False,True,Medium Forb/Herb,6,0.02717391304347826
Radial,7,19,False,True,Medium Non-tufted grass/sedge,0,0.005434782608695652
Radial,7,19,False,True,Medium Non-tufted grass/sedge,3,0.005434782608695652
Radial,7,19,False,True,Medium Non-tufted grass/sedge,6,0.0
Radial,7,19,False,True,Medium Tufted grass/sedge,0,0.0
Radial,7,19,False,True,Medium Tufted grass/sedge,3,0.0
Radial,7,19,False,True,Medium Tufted grass/sedge,6,0.7608695652173914
Radial,7,19,False,True,Prostrate or Mat-forming Forb/Herb,0,0.010869565217391304
Radial,7,19,False,True,Prostrate or Mat-forming Forb/Herb,3,0.0
Radial,7,19,False,True,Prostrate or Mat-forming Forb/Herb,6,0.010869565217391304
Radial,7,19,False,True,Small Tufted grass/sedge,0,0.05434782608695652
Radial,7,19,False,True,Small Tufted grass/sedge,3,0.05434782608695652
Radial,7,19,False,True,Small Tufted grass/sedge,6,0.016304347826086956
Radial,7,20,True,True,Large Forb/Herb,0,0.013824884792626729
Radial,7,20,True,True,Large Forb/Herb,3,0.013824884792626729
Radial,7,20,True,True,Large Forb/Herb,6,0.018433179723502304
Radial,7,20,True,True,Medium Forb/Herb,0,0.02304147465437788
Radial,7,20,True,True,Medium Forb/Herb,3,0.03225806451612903
Radial,7,20,True,True,Medium Forb/Herb,6,0.05069124423963134
Radial,7,20,True,True,Medium Non-tufted grass/sedge,0,0.004608294930875576
Radial,7,20,True,True,Medium Non-tufted grass/sedge,3,0.0
Radial,7,20,True,True,Medium Non-tufted grass/sedge,6,0.004608294930875576
Radial,7,20,True,True,Medium Tufted grass/sedge,0,0.0
Radial,7,20,True,True,Medium Tufted grass/sedge,3,0.0
Radial,7,20,True,True,Medium Tufted grass/sedge,6,0.7373271889400922
Radial,7,20,True,True,Prostrate or Mat-forming Forb/Herb,0,0.004608294930875576
Radial,7,20,True,True,Prostrate or Mat-forming Forb/Herb,3,0.013824884792626729
Radial,7,20,True,True,Prostrate or Mat-forming Forb/Herb,6,0.013824884792626729
Radial,7,20,True,True,Small Tufted grass/sedge,0,0.009216589861751152
Radial,7,20,True,True,Small Tufted grass/sedge,3,0.04608294930875576
Radial,7,20,True,True,Small Tufted grass/sedge,6,0.013824884792626729
Radial,7,21,False,False,Large Forb/Herb,0,0.00872093023255814
Radial,7,21,False,False,Large Forb/Herb,3,0.011627906976744186
Radial,7,21,False,False,Large Forb/Herb,6,0.0029069767441860465
Radial,7,21,False,False,Large Tufted grass/sedge,0,0.0029069767441860465
Radial,7,21,False,False,Large Tufted grass/sedge,3,0.0
Radial,7,21,False,False,Large Tufted grass/sedge,6,0.0
Radial,7,21,False,False,Medium Forb/Herb,0,0.06395348837209303
Radial,7,21,False,False,Medium Forb/Herb,3,0.0755813953488372
Radial,7,21,False,False,Medium Forb/Herb,6,0.014534883720930232
Radial,7,21,False,False,Medium Non-tufted grass/sedge,0,0.0029069767441860465
Radial,7,21,False,False,Medium Non-tufted grass/sedge,3,0.0
Radial,7,21,False,False,Medium Non-tufted grass/sedge,6,0.0029069767441860465
Radial,7,21,False,False,Medium Tufted grass/sedge,0,0.0029069767441860465
Radial,7,21,False,False,Medium Tufted grass/sedge,3,0.0029069767441860465
Radial,7,21,False,False,Medium Tufted grass/sedge,6,0.3488372093023256
Radial,7,21,False,False,Prostrate or Mat-forming Forb/Herb,0,0.11918604651162791
Radial,7,21,False,False,Prostrate or Mat-forming Forb/Herb,3,0.005813953488372093
Radial,7,21,False,False,Prostrate or Mat-forming Forb/Herb,6,0.0
Radial,7,21,False,False,Small Non-tufted grass/sedge,0,0.0
Radial,7,21,False,False,Small Non-tufted grass/sedge,3,0.005813953488372093
Radial,7,21,False,False,Small Non-tufted grass/sedge,6,0.0
Radial,7,21,False,False,Small Tufted grass/sedge,0,0.29069767441860467
Radial,7,21,False,False,Small Tufted grass/sedge,3,0.03197674418604651
Radial,7,21,False,False,Small Tufted grass/sedge,6,0.005813953488372093
Radial,7,22,True,False,Large Forb/Herb,0,0.1
Radial,7,22,True,False,Large Forb/Herb,3,0.06666666666666667
Radial,7,22,True,False,Large Forb/Herb,6,0.0
Radial,7,22,True,False,Medium Forb/Herb,0,0.1
Radial,7,22,True,False,Medium Forb/Herb,3,0.16666666666666666
Radial,7,22,True,False,Medium Forb/Herb,6,0.1
Radial,7,22,True,False,Medium Non-tufted grass/sedge,0,0.03333333333333333
Radial,7,22,True,False,Medium Non-tufted grass/sedge,3,0.03333333333333333
Radial,7,22,True,False,Medium Non-tufted grass/sedge,6,0.06666666666666667
Radial,7,22,True,False,Medium Tufted grass/sedge,0,0.03333333333333333
Radial,7,22,True,False,Medium Tufted grass/sedge,3,0.0
Radial,7,22,True,False,Medium Tufted grass/sedge,6,0.0
Radial,7,22,True,False,Prostrate or Mat-forming Forb/Herb,0,0.06666666666666667
Radial,7,22,True,False,Prostrate or Mat-forming Forb/Herb,3,0.0
Radial,7,22,True,False,Prostrate or Mat-forming Forb/Herb,6,0.03333333333333333
Radial,7,22,True,False,Small Tufted grass/sedge,0,0.06666666666666667
Radial,7,22,True,False,Small Tufted grass/sedge,3,0.06666666666666667
Radial,7,22,True,False,Small Tufted grass/sedge,6,0.06666666666666667
Radial,7,23,False,False,Large Forb/Herb,0,0.011363636363636364
Radial,7,23,False,False,Large Forb/Herb,3,0.011363636363636364
Radial,7,23,False,False,Large Forb/Herb,6,0.011363636363636364
Radial,7,23,False,False,Large Tufted grass/sedge,0,0.011363636363636364
Radial,7,23,False,False,Large Tufted grass/sedge,3,0.022727272727272728
Radial,7,23,False,False,Large Tufted grass/sedge,6,0.0
Radial,7,23,False,False,Medium Forb/Herb,0,0.045454545454545456
Radial,7,23,False,False,Medium Forb/Herb,3,0.11363636363636363
Radial,7,23,False,False,Medium Forb/Herb,6,0.045454545454545456
Radial,7,23,False,False,Medium Non-tufted grass/sedge,0,0.011363636363636364
Radial,7,23,False,False,Medium Non-tufted grass/sedge,3,0.011363636363636364
Radial,7,23,False,False,Medium Non-tufted grass/sedge,6,0.011363636363636364
Radial,7,23,False,False,Medium Tufted grass/sedge,0,0.011363636363636364
Radial,7,23,False,False,Medium Tufted grass/sedge,3,0.011363636363636364
Radial,7,23,False,False,Medium Tufted grass/sedge,6,0.022727272727272728
Radial,7,23,False,False,Prostrate or Mat-forming Forb/Herb,0,0.125
Radial,7,23,False,False,Prostrate or Mat-forming Forb/Herb,3,0.022727272727272728
Radial,7,23,False,False,Prostrate or Mat-forming Forb/Herb,6,0.011363636363636364
Radial,7,23,False,False,Small Shrub,0,0.0
Radial,7,23,False,False,Small Shrub,3,0.0
Radial,7,23,False,False,Small Shrub,6,0.011363636363636364
Radial,7,23,False,False,Small Tufted grass/sedge,0,0.22727272727272727
Radial,7,23,False,False,Small Tufted grass/sedge,3,0.22727272727272727
Radial,7,23,False,False,Small Tufted grass/sedge,6,0.022727272727272728
Radial,7,24,True,False,Large Forb/Herb,0,0.07142857142857142
Radial,7,24,True,False,Large Forb/Herb,3,0.10714285714285714
Radial,7,24,True,False,Large Forb/Herb,6,0.03571428571428571
Radial,7,24,True,False,Medium Forb/Herb,0,0.07142857142857142
Radial,7,24,True,False,Medium Forb/Herb,3,0.25
Radial,7,24,True,False,Medium Forb/Herb,6,0.10714285714285714
Radial,7,24,True,False,Medium Non-tufted grass/sedge,0,0.03571428571428571
Radial,7,24,True,False,Medium Non-tufted grass/sedge,3,0.03571428571428571
Radial,7,24,True,False,Medium Non-tufted grass/sedge,6,0.03571428571428571
Radial,7,24,True,False,Prostrate or Mat-forming Forb/Herb,0,0.03571428571428571
Radial,7,24,True,False,Prostrate or Mat-forming Forb/Herb,3,0.03571428571428571
Radial,7,24,True,False,Prostrate or Mat-forming Forb/Herb,6,0.07142857142857142
Radial,7,24,True,False,Small Tufted grass/sedge,0,0.03571428571428571
Radial,7,24,True,False,Small Tufted grass/sedge,3,0.03571428571428571
Radial,7,24,True,False,Small Tufted grass/sedge,6,0.03571428571428571
Radial,7,25,False,False,Large Forb/Herb,0,0.0684931506849315
Radial,7,25,False,False,Large Forb/Herb,3,0.0273972602739726
Radial,7,25,False,False,Large Forb/Herb,6,0.0136986301369863
Radial,7,25,False,False,Large Tufted grass/sedge,0,0.136986301369863
Radial,7,25,False,False,Large Tufted grass/sedge,3,0.0
Radial,7,25,False,False,Large Tufted grass/sedge,6,0.0
Radial,7,25,False,False,Medium Forb/Herb,0,0.0410958904109589
Radial,7,25,False,False,Medium Forb/Herb,3,0.0684931506849315
Radial,7,25,False,False,Medium Forb/Herb,6,0.0547945205479452
Radial,7,25,False,False,Medium Non-tufted grass/sedge,0,0.0
Radial,7,25,False,False,Medium Non-tufted grass/sedge,3,0.0136986301369863
Radial,7,25,False,False,Medium Non-tufted grass/sedge,6,0.0136986301369863
Radial,7,25,False,False,Medium Tufted grass/sedge,0,0.0
Radial,7,25,False,False,Medium Tufted grass/sedge,3,0.0
Radial,7,25,False,False,Medium Tufted grass/sedge,6,0.0136986301369863
Radial,7,25,False,False,Prostrate Shrub,0,0.0136986301369863
Radial,7,25,False,False,Prostrate Shrub,3,0.0136986301369863
Radial,7,25,False,False,Prostrate Shrub,6,0.0136986301369863
Radial,7,25,False,False,Prostrate or Mat-forming Forb/Herb,0,0.0273972602739726
Radial,7,25,False,False,Prostrate or Mat-forming Forb/Herb,3,0.136986301369863
Radial,7,25,False,False,Prostrate or Mat-forming Forb/Herb,6,0.0273972602739726
Radial,7,25,False,False,Small Tufted grass/sedge,0,0.136986301369863
Radial,7,25,False,False,Small Tufted grass/sedge,3,0.1506849315068493
Radial,7,25,False,False,Small Tufted grass/sedge,6,0.0273972602739726
Radial,7,26,True,True,Large Forb/Herb,0,0.014184397163120567
Radial,7,26,True,True,Large Forb/Herb,3,0.0035460992907801418
Radial,7,26,True,True,Large Forb/Herb,6,0.010638297872340425
Radial,7,26,True,True,Large Tufted grass/sedge,0,0.0
Radial,7,26,True,True,Large Tufted grass/sedge,3,0.0070921985815602835
Radial,7,26,True,True,Large Tufted grass/sedge,6,0.0
Radial,7,26,True,True,Medium Forb/Herb,0,0.024822695035460994
Radial,7,26,True,True,Medium Forb/Herb,3,0.02127659574468085
Radial,7,26,True,True,Medium Forb/Herb,6,0.0070921985815602835
Radial,7,26,True,True,Medium Non-tufted grass/sedge,0,0.03546099290780142
Radial,7,26,True,True,Medium Non-tufted grass/sedge,3,0.03546099290780142
Radial,7,26,True,True,Medium Non-tufted grass/sedge,6,0.0035460992907801418
Radial,7,26,True,True,Medium Tufted grass/sedge,0,0.0
Radial,7,26,True,True,Medium Tufted grass/sedge,3,0.0035460992907801418
Radial,7,26,True,True,Medium Tufted grass/sedge,6,0.2978723404255319
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,0,0.010638297872340425
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,3,0.0070921985815602835
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,6,0.0035460992907801418
Radial,7,26,True,True,Small Forb/Herb,0,0.0
Radial,7,26,True,True,Small Forb/Herb,3,0.0
Radial,7,26,True,True,Small Forb/Herb,6,0.0035460992907801418
Radial,7,26,True,True,Small Tufted grass/sedge,0,0.3617021276595745
Radial,7,26,True,True,Small Tufted grass/sedge,3,0.14184397163120568
Radial,7,26,True,True,Small Tufted grass/sedge,6,0.0070921985815602835
Radial,7,27,False,True,Climber,0,0.00411522633744856
Radial,7,27,False,True,Climber,3,0.0
Radial,7,27,False,True,Climber,6,0.0
Radial,7,27,False,True,Large Forb/Herb,0,0.01646090534979424
Radial,7,27,False,True,Large Forb/Herb,3,0.00823045267489712
Radial,7,27,False,True,Large Forb/Herb,6,0.00411522633744856
Radial,7,27,False,True,Large Tufted grass/sedge,0,0.00823045267489712
Radial,7,27,False,True,Large Tufted grass/sedge,3,0.0
Radial,7,27,False,True,Large Tufted grass/sedge,6,0.0
Radial,7,27,False,True,Medium Forb/Herb,0,0.0205761316872428
Radial,7,27,False,True,Medium Forb/Herb,3,0.0205761316872428
Radial,7,27,False,True,Medium Forb/Herb,6,0.03292181069958848
Radial,7,27,False,True,Medium Non-tufted grass/sedge,0,0.24691358024691357
Radial,7,27,False,True,Medium Non-tufted grass/sedge,3,0.1646090534979424
Radial,7,27,False,True,Medium Non-tufted grass/sedge,6,0.0823045267489712
Radial,7,27,False,True,Medium Tufted grass/sedge,0,0.0
Radial,7,27,False,True,Medium Tufted grass/sedge,3,0.0
Radial,7,27,False,True,Medium Tufted grass/sedge,6,0.00823045267489712
Radial,7,27,False,True,Prostrate or Mat-forming Forb/Herb,0,0.08641975308641975
Radial,7,27,False,True,Prostrate or Mat-forming Forb/Herb,3,0.08641975308641975
Radial,7,27,False,True,Prostrate or Mat-forming Forb/Herb,6,0.00411522633744856
Radial,7,27,False,True,Small Tufted grass/sedge,0,0.1646090534979424
Radial,7,27,False,True,Small Tufted grass/sedge,3,0.0411522633744856
Radial,7,27,False,True,Small Tufted grass/sedge,6,0.0
Radial,7,28,True,True,Large Forb/Herb,0,0.05172413793103448
Radial,7,28,True,True,Large Forb/Herb,3,0.05172413793103448
Radial,7,28,True,True,Large Forb/Herb,6,0.017241379310344827
Radial,7,28,True,True,Large Tufted grass/sedge,0,0.017241379310344827
Radial,7,28,True,True,Large Tufted grass/sedge,3,0.017241379310344827
Radial,7,28,True,True,Large Tufted grass/sedge,6,0.0
Radial,7,28,True,True,Medium Forb/Herb,0,0.06896551724137931
Radial,7,28,True,True,Medium Forb/Herb,3,0.13793103448275862
Radial,7,28,True,True,Medium Forb/Herb,6,0.034482758620689655
Radial,7,28,True,True,Medium Non-tufted grass/sedge,0,0.017241379310344827
Radial,7,28,True,True,Medium Non-tufted grass/sedge,3,0.034482758620689655
Radial,7,28,True,True,Medium Non-tufted grass/sedge,6,0.017241379310344827
Radial,7,28,True,True,Medium Tufted grass/sedge,0,0.0
Radial,7,28,True,True,Medium Tufted grass/sedge,3,0.0
Radial,7,28,True,True,Medium Tufted grass/sedge,6,0.017241379310344827
Radial,7,28,True,True,Prostrate or Mat-forming Forb/Herb,0,0.017241379310344827
Radial,7,28,True,True,Prostrate or Mat-forming Forb/Herb,3,0.017241379310344827
Radial,7,28,True,True,Prostrate or Mat-forming Forb/Herb,6,0.0
Radial,7,28,True,True,Small Non-tufted grass/sedge,0,0.0
Radial,7,28,True,True,Small Non-tufted grass/sedge,3,0.017241379310344827
Radial,7,28,True,True,Small Non-tufted grass/sedge,6,0.0
Radial,7,28,True,True,Small Tufted grass/sedge,0,0.034482758620689655
Radial,7,28,True,True,Small Tufted grass/sedge,3,0.3448275862068966
Radial,7,28,True,True,Small Tufted grass/sedge,6,0.017241379310344827
Radial,7,28,True,True,Tufted Ground Fern,0,0.017241379310344827
Radial,7,28,True,True,Tufted Ground Fern,3,0.034482758620689655
Radial,7,28,True,True,Tufted Ground Fern,6,0.017241379310344827
Radial,7,29,False,True,Large Forb/Herb,0,0.01818181818181818
Radial,7,29,False,True,Large Forb/Herb,3,0.01818181818181818
Radial,7,29,False,True,Large Forb/Herb,6,0.0
Radial,7,29,False,True,Large Tufted grass/sedge,0,0.01818181818181818
Radial,7,29,False,True,Large Tufted grass/sedge,3,0.03636363636363636
Radial,7,29,False,True,Large Tufted grass/sedge,6,0.0
Radial,7,29,False,True,Medium Forb/Herb,0,0.07272727272727272
Radial,7,29,False,True,Medium Forb/Herb,3,0.12727272727272726
Radial,7,29,False,True,Medium Forb/Herb,6,0.07272727272727272
Radial,7,29,False,True,Medium Non-tufted grass/sedge,0,0.0
Radial,7,29,False,True,Medium Non-tufted grass/sedge,3,0.03636363636363636
Radial,7,29,False,True,Medium Non-tufted grass/sedge,6,0.01818181818181818
Radial,7,29,False,True,Medium Tufted grass/sedge,0,0.0
Radial,7,29,False,True,Medium Tufted grass/sedge,3,0.0
Radial,7,29,False,True,Medium Tufted grass/sedge,6,0.01818181818181818
Radial,7,29,False,True,Prostrate or Mat-forming Forb/Herb,0,0.07272727272727272
Radial,7,29,False,True,Prostrate or Mat-forming Forb/Herb,3,0.03636363636363636
Radial,7,29,False,True,Prostrate or Mat-forming Forb/Herb,6,0.2
Radial,7,29,False,True,Small Non-tufted grass/sedge,0,0.0
Radial,7,29,False,True,Small Non-tufted grass/sedge,3,0.01818181818181818
Radial,7,29,False,True,Small Non-tufted grass/sedge,6,0.0
Radial,7,29,False,True,Small Tufted grass/sedge,0,0.18181818181818182
Radial,7,29,False,True,Small Tufted grass/sedge,3,0.03636363636363636
Radial,7,29,False,True,Small Tufted grass/sedge,6,0.01818181818181818
Radial,7,30,True,True,Large Forb/Herb,0,0.01532567049808429
Radial,7,30,True,True,Large Forb/Herb,3,0.01532567049808429
Radial,7,30,True,True,Large Forb/Herb,6,0.011494252873563218
Radial,7,30,True,True,Large Tufted grass/sedge,0,0.0421455938697318
Radial,7,30,True,True,Large Tufted grass/sedge,3,0.3065134099616858
Radial,7,30,True,True,Large Tufted grass/sedge,6,0.0
Radial,7,30,True,True,Medium Forb/Herb,0,0.022988505747126436
Radial,7,30,True,True,Medium Forb/Herb,3,0.05363984674329502
Radial,7,30,True,True,Medium Forb/Herb,6,0.022988505747126436
Radial,7,30,True,True,Medium Non-tufted grass/sedge,0,0.07662835249042145
Radial,7,30,True,True,Medium Non-tufted grass/sedge,3,0.007662835249042145
Radial,7,30,True,True,Medium Non-tufted grass/sedge,6,0.0038314176245210726
Radial,7,30,True,True,Medium Tufted grass/sedge,0,0.0
Radial,7,30,True,True,Medium Tufted grass/sedge,3,0.0
Radial,7,30,True,True,Medium Tufted grass/sedge,6,0.3103448275862069
Radial,7,30,True,True,Prostrate or Mat-forming Forb/Herb,0,0.007662835249042145
Radial,7,30,True,True,Prostrate or Mat-forming Forb/Herb,3,0.0842911877394636
Radial,7,30,True,True,Prostrate or Mat-forming Forb/Herb,6,0.011494252873563218
Radial,7,30,True,True,Small Tufted grass/sedge,0,0.0
Radial,7,30,True,True,Small Tufted grass/sedge,3,0.0038314176245210726
Radial,7,30,True,True,Small Tufted grass/sedge,6,0.0038314176245210726
Radial,7,31,False,True,Large Forb/Herb,0,0.010101010101010102
Radial,7,31,False,True,Large Forb/Herb,3,0.005050505050505051
Radial,7,31,False,True,Large Forb/Herb,6,0.0
Radial,7,31,False,True,Large Tufted grass/sedge,0,0.20202020202020202
