,Year_monitoring,Date_monitoring,Plot_number,Plot_treatment,Quadrat_number,Quadrat_fenced,Quadrat_gap_or_no,Record_ID,T002_Flora_Species_name,Score,Key,Scientific Name,Common Name,Family Name,Division Name,Life Form
10760,6,2019-10-02,11,Control,32,False,,15381,Rumex sp.,0.5,Rumex sp.,,,,,
10761,6,2019-10-02,11,Control,32,False,,15382,Gnaphalium sp,0.5,Gnaphalium indutum,Gnaphalium indutum,Tiny Cudweed,Asteraceae,Dicotyledons,Medium Forb/Herb
10762,6,2019-10-02,11,Control,32,False,,15383,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
10763,6,2019-10-02,11,Control,32,False,,15377,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
10764,6,2019-10-02,11,Control,32,False,,15374,Arthropodium spp,0.5,Arthropodium minus,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb
10765,6,2019-10-02,11,Control,32,False,,15376,Cerastium sp.,0.5,Cerastium sp.,,,,,
10766,6,2019-10-02,11,Control,32,False,,15375,Rytidosperma geniculata,0.5,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
10767,6,2019-10-02,11,Control,32,False,,15373,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
10768,6,2019-10-02,11,Control,32,False,,15386,Stellaria spp.,0.5,Stellaria spp.,,,,,
10769,6,2019-10-02,11,Control,32,False,,15384,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
10770,3,2015-10-14,11,Control,32,False,Not in Gap,5107,Senecio spp,1.0,Senecio spp,,,,,
10771,3,2015-10-14,11,Control,32,False,Not in Gap,5106,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
10772,3,2015-10-14,11,Control,32,False,Not in Gap,5104,Lomandra longifolia,0.5,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
10773,3,2015-10-14,11,Control,32,False,Not in Gap,5101,Hypochaeris spp,1.0,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
10774,3,2015-10-14,11,Control,32,False,Not in Gap,5102,Lagenophora spp,1.0,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
10775,3,2015-10-14,11,Control,32,False,Not in Gap,5108,Stellaria spp.,0.5,Stellaria spp.,,,,,
10776,3,2015-10-14,11,Control,32,False,Not in Gap,5109,Poa spp,0.5,Poa fax,Poa fax,Scaly Poa,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
10777,3,2015-10-14,11,Control,32,False,Not in Gap,5110,Geranium sp.,0.5,Geranium sp. 1,Geranium sp. 1,Large-flower Crane's-bill,Geraniaceae,Dicotyledons,Medium Forb/Herb
10778,3,2015-10-14,11,Control,32,False,Not in Gap,5103,Linaria pelisseriana,1.0,Linaria pelisseriana,Linaria pelisseriana,Pelisser's Toad-flax,Veronicaceae,Dicotyledons,Medium Forb/Herb
10779,3,2015-10-14,11,Control,32,False,Not in Gap,5100,Hypericum gramineum,1.0,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
10780,3,2015-10-14,11,Control,32,False,Not in Gap,5091,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
10781,3,2015-10-14,11,Control,32,False,Not in Gap,5092,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
10782,3,2015-10-14,11,Control,32,False,Not in Gap,5093,Briza minor,1.0,Briza minor,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
10783,3,2015-10-14,11,Control,32,False,Not in Gap,5099,Glycine clandestina,0.5,Glycine clandestina,Glycine clandestina,Twining Glycine,Fabaceae,Dicotyledons,Climber
10784,3,2015-10-14,11,Control,32,False,Not in Gap,5094,Carex spp,0.5,Carex iynx,Carex iynx,Tussock Sedge,Cyperaceae,Monocotyledons,Medium Tufted grass/sedge
10785,3,2015-10-14,11,Control,32,False,Not in Gap,5095,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
10786,3,2015-10-14,11,Control,32,False,Not in Gap,5096,Dichondra repens,1.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
10787,3,2015-10-14,11,Control,32,False,Not in Gap,5097,Einadia nutans,2.0,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
10788,3,2015-10-14,11,Control,32,False,Not in Gap,5098,Eucalyptus tereteticornis,0.5,Eucalyptus alaticaulis,Eucalyptus alaticaulis,Grampians Grey-gum,Myrtaceae,Dicotyledons,Mallee Tree
10789,0,2015-10-04,12,Gap,1,False,Not in Gap,10229,Sonchus spp,0.5,Sonchus spp,,,,,
10790,0,2015-10-04,12,Gap,1,False,Not in Gap,10228,Senecio spp,0.5,Senecio spp,,,,,
10791,0,2015-10-04,12,Gap,1,False,Not in Gap,10227,Oxalis sp (weed),0.5,Oxalis bowiei,Oxalis bowiei,Bowie Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
10792,0,2015-10-04,12,Gap,1,False,Not in Gap,10230,Veronica spp,0.5,Veronica spp,,,,,
10793,0,2015-10-04,12,Gap,1,False,Not in Gap,10231,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
10794,0,2015-10-04,12,Gap,1,False,Not in Gap,10232,Unknown Species,0.5,Unknown Species,,,,,
10795,0,2015-10-04,12,Gap,1,False,Not in Gap,10216,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
10796,0,2015-10-04,12,Gap,1,False,Not in Gap,10226,Microlaena stipoides,2.0,Microlaena stipoides,,,,,
10797,0,2015-10-04,12,Gap,1,False,Not in Gap,10217,Rytidosperma spp.,0.5,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
10798,0,2015-10-04,12,Gap,1,False,Not in Gap,10218,Austrostipa spp,3.0,Austrostipa rudis,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge
10799,0,2015-10-04,12,Gap,1,False,Not in Gap,10224,Lagenophora spp,2.0,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
10800,0,2015-10-04,12,Gap,1,False,Not in Gap,10219,Conyza sumatrensis,0.5,Conyza sumatrensis,Conyza sumatrensis,Tall Fleabane,Asteraceae,Dicotyledons,Large Forb/Herb
10801,0,2015-10-04,12,Gap,1,False,Not in Gap,10225,Lomandra longifolia,3.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
10802,0,2015-10-04,12,Gap,1,False,Not in Gap,10223,Hypochaeris spp,0.5,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
10803,0,2015-10-04,12,Gap,1,False,Not in Gap,10222,Einadia nutans,0.5,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
10804,0,2015-10-04,12,Gap,1,False,Not in Gap,10221,Desmodium gunnii,2.0,Desmodium gunnii,Desmodium gunnii,Southern Tick-trefoil,Fabaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
10805,0,2015-10-04,12,Gap,1,False,Not in Gap,10220,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
10806,6,2019-10-09,12,Gap,1,False,,15398,Lomandra longifolia,3.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
10807,6,2019-10-09,12,Gap,1,False,,15399,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
10808,6,2019-10-09,12,Gap,1,False,,15400,Oxalis (native),0.5,Oxalis bowiei,Oxalis bowiei,Bowie Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
10809,6,2019-10-09,12,Gap,1,False,,15401,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
10810,6,2019-10-09,12,Gap,1,False,,15402,Rytidosperma geniculata,1.0,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
10811,6,2019-10-09,12,Gap,1,False,,15396,Hypericum gramineum,0.5,Hypericum gramineum,Hypericum gramineum,Small St John's Wort,Clusiaceae,Dicotyledons,Medium Forb/Herb
10812,6,2019-10-09,12,Gap,1,False,,15395,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
10813,6,2019-10-09,12,Gap,1,False,,15397,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
10814,6,2019-10-09,12,Gap,1,False,,15394,Einadia nutans,1.0,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
10815,6,2019-10-09,12,Gap,1,False,,15393,Cardamine sp.,0.5,Cardamine sp.,,,,,
10816,6,2019-10-09,12,Gap,1,False,,15392,Austrostipa scabra,1.0,Austrostipa scabra,Austrostipa scabra,Rough Spear-grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge
10817,3,2015-10-07,12,Gap,1,False,Not in Gap,5126,Veronica spp,0.5,Veronica spp,,,,,
10818,3,2015-10-07,12,Gap,1,False,Not in Gap,5127,Sonchus spp,0.5,Sonchus spp,,,,,
10819,3,2015-10-07,12,Gap,1,False,Not in Gap,5125,Senecio spp,0.5,Senecio spp,,,,,
10820,3,2015-10-07,12,Gap,1,False,Not in Gap,5128,Wahlenbergia spp,0.5,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
10821,3,2015-10-07,12,Gap,1,False,Not in Gap,5129,Mentha australis,0.5,Mentha australis,Mentha australis,River Mint,Lamiaceae,Dicotyledons,Medium Forb/Herb
10822,3,2015-10-07,12,Gap,1,False,Not in Gap,5130,Carex spp,0.5,Carex iynx,Carex iynx,Tussock Sedge,Cyperaceae,Monocotyledons,Medium Tufted grass/sedge
10823,3,2015-10-07,12,Gap,1,False,Not in Gap,5117,Rytidosperma spp.,1.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
10824,3,2015-10-07,12,Gap,1,False,Not in Gap,5115,Aira spp.,0.5,Aira spp.,Aira spp.,Hair Grass,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
10825,3,2015-10-07,12,Gap,1,False,Not in Gap,5116,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
10826,3,2015-10-07,12,Gap,1,False,Not in Gap,5118,Austrostipa spp,2.0,Austrostipa rudis,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge
10827,3,2015-10-07,12,Gap,1,False,Not in Gap,5119,Desmodium gunnii,1.0,Desmodium gunnii,Desmodium gunnii,Southern Tick-trefoil,Fabaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
10828,3,2015-10-07,12,Gap,1,False,Not in Gap,5120,Einadia nutans,1.0,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
10829,3,2015-10-07,12,Gap,1,False,Not in Gap,5121,Lagenophora spp,1.0,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
10830,3,2015-10-07,12,Gap,1,False,Not in Gap,5122,Lomandra filiformis,0.5,Lomandra filiformis,Lomandra filiformis,Wattle Mat-rush,Xanthorrhoeaceae,Monocotyledons,Medium Forb/Herb
10831,3,2015-10-07,12,Gap,1,False,Not in Gap,5123,Lomandra longifolia,2.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
10832,3,2015-10-07,12,Gap,1,False,Not in Gap,5124,Oxalis sp 2.,1.0,Oxalis hirta,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
10833,0,2015-10-04,12,Gap,2,True,In Gap,10249,Sonchus spp,1.0,Sonchus spp,,,,,
10834,0,2015-10-04,12,Gap,2,True,In Gap,10248,Senecio spp,3.0,Senecio spp,,,,,
10835,0,2015-10-04,12,Gap,2,True,In Gap,10244,Lagenophora spp,1.0,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
10836,0,2015-10-04,12,Gap,2,True,In Gap,10245,Lomandra longifolia,1.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
10837,0,2015-10-04,12,Gap,2,True,In Gap,10246,Microlaena stipoides,3.0,Microlaena stipoides,,,,,
10838,0,2015-10-04,12,Gap,2,True,In Gap,10247,Poranthera microphylla,1.0,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
10839,0,2015-10-04,12,Gap,2,True,In Gap,10243,Hypochaeris spp,1.0,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
10840,0,2015-10-04,12,Gap,2,True,In Gap,10250,Viola betonicifolia,1.0,Viola betonicifolia,Viola betonicifolia,Showy Violet,Violaceae,Dicotyledons,Medium Forb/Herb
10841,0,2015-10-04,12,Gap,2,True,In Gap,10237,Rytidosperma spp.,3.0,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
10842,0,2015-10-04,12,Gap,2,True,In Gap,10236,Anagallis arvensis,1.0,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
10843,0,2015-10-04,12,Gap,2,True,In Gap,10238,Cardamine sp.,0.5,Cardamine sp.,,,,,
10844,0,2015-10-04,12,Gap,2,True,In Gap,10240,Dichondra repens,3.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
10845,0,2015-10-04,12,Gap,2,True,In Gap,10241,Geranium sp.,1.0,Geranium sp. 1,Geranium sp. 1,Large-flower Crane's-bill,Geraniaceae,Dicotyledons,Medium Forb/Herb
10846,0,2015-10-04,12,Gap,2,True,In Gap,10242,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
10847,0,2015-10-04,12,Gap,2,True,In Gap,10239,Cotula australis,1.0,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
10848,6,2019-10-09,12,Gap,2,True,,15408,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
10849,6,2019-10-09,12,Gap,2,True,,15410,Hydrocotyle foveolata,0.5,Hydrocotyle foveolata,Hydrocotyle foveolata,Yellow Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
10850,6,2019-10-09,12,Gap,2,True,,15409,Eucalyptus tereteticornis,0.5,Eucalyptus alaticaulis,Eucalyptus alaticaulis,Grampians Grey-gum,Myrtaceae,Dicotyledons,Mallee Tree
10851,6,2019-10-09,12,Gap,2,True,,15413,Lomandra longifolia,7.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
10852,6,2019-10-09,12,Gap,2,True,,15407,Desmodium gunnii,0.5,Desmodium gunnii,Desmodium gunnii,Southern Tick-trefoil,Fabaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
10853,6,2019-10-09,12,Gap,2,True,,15417,Viola betonicifolia,0.5,Viola betonicifolia,Viola betonicifolia,Showy Violet,Violaceae,Dicotyledons,Medium Forb/Herb
10854,6,2019-10-09,12,Gap,2,True,,15411,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
10855,6,2019-10-09,12,Gap,2,True,,15412,Lagenophora spp,0.5,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
10856,6,2019-10-09,12,Gap,2,True,,15414,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
10857,6,2019-10-09,12,Gap,2,True,,15415,Poa labillardieri,2.0,Poa labillardierei,Poa labillardierei,Common Tussock-grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge
10858,6,2019-10-09,12,Gap,2,True,,15416,Tricoryne elatior,1.0,Tricoryne elatior,Tricoryne elatior,Yellow Rush-lily,Hemerocallidaceae,Monocotyledons,Large Forb/Herb
10859,3,2015-10-07,12,Gap,2,True,In Gap,5141,Hypochaeris spp,1.0,Hypochoeris glabra,Hypochoeris glabra,Smooth Cat's-ear,Asteraceae,Dicotyledons,Medium Forb/Herb
10860,3,2015-10-07,12,Gap,2,True,In Gap,5147,Wahlenbergia spp,1.0,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
10861,3,2015-10-07,12,Gap,2,True,In Gap,5146,Senecio spp,0.5,Senecio spp,,,,,
10862,3,2015-10-07,12,Gap,2,True,In Gap,5140,Eucalyptus tereteticornis,1.0,Eucalyptus alaticaulis,Eucalyptus alaticaulis,Grampians Grey-gum,Myrtaceae,Dicotyledons,Mallee Tree
10863,3,2015-10-07,12,Gap,2,True,In Gap,5144,Oxalis sp 2.,1.0,Oxalis hirta,Oxalis hirta,Hairy Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
10864,3,2015-10-07,12,Gap,2,True,In Gap,5148,Unknown Species,0.5,Unknown Species,,,,,
10865,3,2015-10-07,12,Gap,2,True,In Gap,5149,Glycine clandestina,1.0,Glycine clandestina,Glycine clandestina,Twining Glycine,Fabaceae,Dicotyledons,Climber
10866,3,2015-10-07,12,Gap,2,True,In Gap,5150,Medicago spp.,1.0,Medicago spp.,,,,,
10867,3,2015-10-07,12,Gap,2,True,In Gap,5139,Dichondra repens,1.0,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
10868,3,2015-10-07,12,Gap,2,True,In Gap,5135,Anagallis arvensis,0.5,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
10869,3,2015-10-07,12,Gap,2,True,In Gap,5136,Austrostipa spp,1.0,Austrostipa rudis,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge
10870,3,2015-10-07,12,Gap,2,True,In Gap,5145,Poa spp,2.0,Poa fax,Poa fax,Scaly Poa,Poaceae,Monocotyledons,Small Non-tufted grass/sedge
10871,3,2015-10-07,12,Gap,2,True,In Gap,5138,Cerastium sp.,1.0,Cerastium sp.,,,,,
10872,3,2015-10-07,12,Gap,2,True,In Gap,5142,Lomandra longifolia,7.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
10873,3,2015-10-07,12,Gap,2,True,In Gap,5143,Microlaena stipoides,2.0,Microlaena stipoides,,,,,
10874,3,2015-10-07,12,Gap,2,True,In Gap,5137,Briza minor,0.5,Briza minor,Briza minor,Lesser Quaking-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
10875,0,2015-10-04,12,Gap,3,False,In Gap,10262,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
10876,0,2015-10-04,12,Gap,3,False,In Gap,10266,Senecio spp,0.5,Senecio spp,,,,,
10877,0,2015-10-04,12,Gap,3,False,In Gap,10265,Oxalis sp (weed),0.5,Oxalis bowiei,Oxalis bowiei,Bowie Wood-sorrel,Oxalidaceae,Dicotyledons,Medium Forb/Herb
10878,0,2015-10-04,12,Gap,3,False,In Gap,10263,Lomandra longifolia,0.5,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
10879,0,2015-10-04,12,Gap,3,False,In Gap,10269,Wahlenbergia spp,2.0,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
10880,0,2015-10-04,12,Gap,3,False,In Gap,10264,Microlaena stipoides,2.0,Microlaena stipoides,,,,,
10881,0,2015-10-04,12,Gap,3,False,In Gap,10267,Sonchus spp,0.5,Sonchus spp,,,,,
10882,0,2015-10-04,12,Gap,3,False,In Gap,10268,Veronica spp,0.5,Veronica spp,,,,,
10883,0,2015-10-04,12,Gap,3,False,In Gap,10254,Arthropodium spp,0.5,Arthropodium minus,Arthropodium minus,Small Vanilla-lily,Anthericaceae,Monocotyledons,Large Forb/Herb
10884,0,2015-10-04,12,Gap,3,False,In Gap,10255,Rytidosperma spp.,0.5,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
10885,0,2015-10-04,12,Gap,3,False,In Gap,10261,Euchiton spp,2.0,Euchiton spp,,,,,
10886,0,2015-10-04,12,Gap,3,False,In Gap,10260,Einadia nutans,0.5,Einadia hastata,Einadia hastata,Saloop,Chenopodiaceae,Dicotyledons,Medium Forb/Herb
10887,0,2015-10-04,12,Gap,3,False,In Gap,10259,Dichondra repens,0.5,Dichondra repens,Dichondra repens,Kidney-weed,Convolvulaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
10888,0,2015-10-04,12,Gap,3,False,In Gap,10258,Desmodium gunnii,0.5,Desmodium gunnii,Desmodium gunnii,Southern Tick-trefoil,Fabaceae,Dicotyledons,Prostrate or Mat-forming Forb/Herb
10889,0,2015-10-04,12,Gap,3,False,In Gap,10257,Crassula spp,0.5,Crassula spp,,,,,
10890,0,2015-10-04,12,Gap,3,False,In Gap,10256,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
10891,6,2019-10-09,12,Gap,3,False,,15426,Lagenophora spp,1.0,Lagenophora montana,Lagenophora montana,Mountain Bottle-daisy,Asteraceae,Dicotyledons,Medium Forb/Herb
10892,6,2019-10-09,12,Gap,3,False,,15425,Juncus spp,0.5,Juncus spp,,,,,
10893,6,2019-10-09,12,Gap,3,False,,15424,Hydrocotyle spp,0.5,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
10894,6,2019-10-09,12,Gap,3,False,,15423,Cotula australis,0.5,Cotula australis,Cotula australis,Common Cotula,Asteraceae,Dicotyledons,Medium Forb/Herb
10895,6,2019-10-09,12,Gap,3,False,,15428,Lomandra longifolia,1.0,Lomandra longifolia,Lomandra longifolia,Spiny-headed Mat-rush,Xanthorrhoeaceae,Monocotyledons,Large Forb/Herb
10896,6,2019-10-09,12,Gap,3,False,,15432,Tricoryne elatior,0.5,Tricoryne elatior,Tricoryne elatior,Yellow Rush-lily,Hemerocallidaceae,Monocotyledons,Large Forb/Herb
10897,6,2019-10-09,12,Gap,3,False,,15431,Rytidosperma geniculata,0.5,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
10898,6,2019-10-09,12,Gap,3,False,,15429,Microlaena stipoides,1.0,Microlaena stipoides,,,,,
10899,6,2019-10-09,12,Gap,3,False,,15427,Lolium perenne,0.5,Lolium perenne,Lolium perenne,Perennial Rye-grass,Poaceae,Monocotyledons,Medium Tufted grass/sedge
10900,6,2019-10-09,12,Gap,3,False,,15430,Rytidosperma caespitosum,0.5,Rytidosperma nivicolum,Rytidosperma nivicolum,Snow Wallaby-grass,Poaceae,Monocotyledons,Small Tufted grass/sedge
10901,3,2015-10-07,12,Gap,3,False,In Gap,5164,Hydrocotyle spp,1.0,Hydrocotyle hirta,Hydrocotyle hirta,Hairy Pennywort,Apiaceae,Dicotyledons,Medium Forb/Herb
10902,3,2015-10-07,12,Gap,3,False,In Gap,5173,Wahlenbergia spp,1.0,Wahlenbergia ceracea,Wahlenbergia ceracea,Waxy Bluebell,Campanulaceae,Dicotyledons,Large Forb/Herb
10903,3,2015-10-07,12,Gap,3,False,In Gap,5170,Senecio spp,1.0,Senecio spp,,,,,
10904,3,2015-10-07,12,Gap,3,False,In Gap,5171,Stellaria spp.,0.5,Stellaria spp.,,,,,
10905,3,2015-10-07,12,Gap,3,False,In Gap,5172,Veronica spp,0.5,Veronica spp,,,,,
10906,3,2015-10-07,12,Gap,3,False,In Gap,5174,Rytidosperma spp.,0.5,Rytidosperma australe,Rytidosperma australe,Southern Sheep-grass,Poaceae,Monocotyledons,Tiny Non-tufted grass/sedge
10907,3,2015-10-07,12,Gap,3,False,In Gap,5175,Ranunculus pimelo sp pimelo,1.0,Ranunculus pimelo sp pimelo,,,,,
10908,3,2015-10-07,12,Gap,3,False,In Gap,5176,Isolepsis marginata,1.0,Isolepis marginata,Isolepis marginata,Little Club-sedge,Cyperaceae,Monocotyledons,Tiny Tufted grass/sedge
10909,3,2015-10-07,12,Gap,3,False,In Gap,5177,Unknown Species,0.5,Unknown Species,,,,,
10910,3,2015-10-07,12,Gap,3,False,In Gap,5178,Juncus bufonis,0.5,Juncus bufonius,Juncus bufonius,Toad Rush,Juncaceae,Monocotyledons,Small Tufted grass/sedge
10911,3,2015-10-07,12,Gap,3,False,In Gap,5157,Austrostipa spp,1.0,Austrostipa rudis,Austrostipa rudis,Veined Spear-grass,Poaceae,Monocotyledons,Large Tufted grass/sedge
10912,3,2015-10-07,12,Gap,3,False,In Gap,5156,Anagallis arvensis,1.0,Anagallis arvensis,Anagallis arvensis,Pimpernel,Primulaceae,Dicotyledons,Medium Forb/Herb
10913,3,2015-10-07,12,Gap,3,False,In Gap,5169,Poranthera microphylla,0.5,Poranthera microphylla s.l.,Poranthera microphylla s.l.,Small Poranthera,Euphorbiaceae,Dicotyledons,Medium Forb/Herb
10914,3,2015-10-07,12,Gap,3,False,In Gap,5158,Centaurium erythraea,1.0,Centaurium erythraea,Centaurium erythraea,Common Centaury,Gentianaceae,Dicotyledons,Medium Forb/Herb
