Plot_treatment,Plot_number,Quadrat_number,Year_monitoring,Scientific Name,Score
Radial,7,13,0,Oxalis corniculata s.s.,[0.5]
Radial,7,13,0,Poranthera microphylla s.l.,[0.5]
Radial,7,13,0,Rytidosperma nivicolum,[2.0]
Radial,7,13,0,Wahlenbergia gracilis,[0.5]
Radial,7,13,3,Anagallis arvensis,[0.5]
Radial,7,13,3,Briza minor,[0.5]
Radial,7,13,3,Cerastium glomeratum s.l.,[0.5]
Radial,7,13,3,Cotula australis,[0.5]
Radial,7,13,3,Einadia nutans subsp. nutans,[0.5]
Radial,7,13,3,Gamochaeta calviceps,[0.5]
Radial,7,13,3,Hypochoeris radicata,[0.5]
Radial,7,13,3,Juncus bufonius,[0.5]
Radial,7,13,3,Lagenophora gracilis,[0.5]
Radial,7,13,3,Linaria pelisseriana,[0.5]
Radial,7,13,3,Microlaena stipoides var. stipoides,[1.0]
Radial,7,13,3,Oxalis hirta,[0.5]
Radial,7,13,3,Poranthera microphylla s.l.,[1.0]
Radial,7,13,3,Rytidosperma nivicolum,[0.5]
Radial,7,13,3,Senecio quadridentatus,[0.5]
Radial,7,13,3,Sonchus oleraceus,[0.5]
Radial,7,13,3,Stellaria flaccida,[0.5]
Radial,7,13,6,Anagallis arvensis,[0.5]
Radial,7,13,6,Crassula sieberiana s.l.,[0.5]
Radial,7,13,6,Geranium sp. 1,[0.5]
Radial,7,13,6,Lagenophora gracilis,[0.5]
Radial,7,13,6,Microlaena stipoides var. stipoides,[1.0]
Radial,7,13,6,Rytidosperma nivicolum,[0.5]
Radial,7,13,6,Wahlenbergia gracilis,[0.5]
Radial,7,14,0,Arthropodium minus,[0.5]
Radial,7,14,0,Cotula australis,[0.5]
Radial,7,14,0,Dichondra repens,[0.5]
Radial,7,14,0,Euchiton involucratus s.l.,[0.5]
Radial,7,14,0,Hypericum gramineum,[0.5]
Radial,7,14,0,Hypochoeris radicata,[0.5]
Radial,7,14,0,Lagenophora gracilis,[0.5]
Radial,7,14,0,Luzula meridionalis,[0.5]
Radial,7,14,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,14,0,Oxalis hirta,[0.5]
Radial,7,14,0,Rytidosperma nivicolum,[1.0]
Radial,7,14,0,Senecio quadridentatus,[0.5]
Radial,7,14,0,Wahlenbergia gracilis,[0.5]
Radial,7,14,3,Anagallis arvensis,[0.5]
Radial,7,14,3,Arthropodium minus,[0.5]
Radial,7,14,3,Briza minor,[0.5]
Radial,7,14,3,Centaurium erythraea,[0.5]
Radial,7,14,3,Cerastium glomeratum s.l.,[0.5]
Radial,7,14,3,Conyza sumatrensis,[0.5]
Radial,7,14,3,Cotula australis,[1.0]
Radial,7,14,3,Dichondra repens,[0.5]
Radial,7,14,3,Galium australe,[0.5]
Radial,7,14,3,Hydrocotyle laxiflora,[0.5]
Radial,7,14,3,Hypochoeris radicata,[1.0]
Radial,7,14,3,Lagenophora gracilis,[2.0]
Radial,7,14,3,Microlaena stipoides var. stipoides,[3.0]
Radial,7,14,3,Oxalis hirta,[1.0]
Radial,7,14,3,Rytidosperma nivicolum,[5.0]
Radial,7,14,3,Senecio quadridentatus,[1.0]
Radial,7,14,3,Stellaria flaccida,[0.5]
Radial,7,14,3,Wahlenbergia gracilis,[1.0]
Radial,7,14,6,Arthropodium strictum s.l.,[1.0]
Radial,7,14,6,Austrostipa rudis,[2.0]
Radial,7,14,6,Austrostipa scabra,[2.0]
Radial,7,14,6,Lagenophora gracilis,[2.0]
Radial,7,14,6,Microlaena stipoides var. stipoides,[4.0]
Radial,7,14,6,Rytidosperma nivicolum,"[2.0, 1.0]"
Radial,7,15,0,Centaurium erythraea,[0.5]
Radial,7,15,0,Cotula australis,[0.5]
Radial,7,15,0,Crassula sieberiana s.l.,[0.5]
Radial,7,15,0,Dichondra repens,[0.5]
Radial,7,15,0,Einadia nutans subsp. nutans,[1.0]
Radial,7,15,0,Euchiton involucratus s.l.,[0.5]
Radial,7,15,0,Gnaphalium indutum,[0.5]
Radial,7,15,0,Hypochoeris radicata,[0.5]
Radial,7,15,0,Lagenophora gracilis,[0.5]
Radial,7,15,0,Microlaena stipoides var. stipoides,[4.0]
Radial,7,15,0,Oxalis corniculata s.s.,[0.5]
Radial,7,15,0,Poranthera microphylla s.l.,[0.5]
Radial,7,15,0,Rytidosperma nivicolum,[5.0]
Radial,7,15,0,Senecio quadridentatus,[0.5]
Radial,7,15,0,Wahlenbergia gracilis,[0.5]
Radial,7,15,3,Anagallis arvensis,[0.5]
Radial,7,15,3,Cerastium glomeratum s.l.,[1.0]
Radial,7,15,3,Cirsium vulgare,[0.5]
Radial,7,15,3,Cotula australis,[0.5]
Radial,7,15,3,Dichondra repens,[0.5]
Radial,7,15,3,Galium australe,[0.5]
Radial,7,15,3,Juncus australis,[1.0]
Radial,7,15,3,Luzula meridionalis,[0.5]
Radial,7,15,3,Microlaena stipoides var. stipoides,[6.0]
Radial,7,15,3,Oxalis hirta,[0.5]
Radial,7,15,3,Poa sieberiana,[1.0]
Radial,7,15,3,Stellaria flaccida,[0.5]
Radial,7,15,6,Anagallis arvensis,[0.5]
Radial,7,15,6,Cotula australis,[0.5]
Radial,7,15,6,Crassula sieberiana s.l.,[0.5]
Radial,7,15,6,Dichondra repens,[0.5]
Radial,7,15,6,Einadia nutans subsp. nutans,[0.5]
Radial,7,15,6,Hypochoeris radicata,[0.5]
Radial,7,15,6,Juncus bufonius,[1.0]
Radial,7,15,6,Juncus pallidus,[1.0]
Radial,7,15,6,Lagenophora gracilis,[0.5]
Radial,7,15,6,Microlaena stipoides var. stipoides,[5.0]
Radial,7,15,6,Rytidosperma nivicolum,[2.0]
Radial,7,15,6,Senecio quadridentatus,[0.5]
Radial,7,15,6,Wahlenbergia gracilis,[0.5]
Radial,7,16,0,Conyza sumatrensis,[0.5]
Radial,7,16,0,Cotula australis,[0.5]
Radial,7,16,0,Crassula sieberiana s.l.,[0.5]
Radial,7,16,0,Dichondra repens,[1.0]
Radial,7,16,0,Dipodium punctatum s.l.,[0.5]
Radial,7,16,0,Euchiton involucratus s.l.,[0.5]
Radial,7,16,0,Gahnia radula,[1.0]
Radial,7,16,0,Gnaphalium indutum,[0.5]
Radial,7,16,0,Hydrocotyle laxiflora,[0.5]
Radial,7,16,0,Hypochoeris radicata,[0.5]
Radial,7,16,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,16,0,Oxalis hirta,[0.5]
Radial,7,16,0,Rytidosperma nivicolum,[2.0]
Radial,7,16,0,Veronica plebeia,[1.0]
Radial,7,16,0,Wahlenbergia gracilis,[0.5]
Radial,7,16,3,Cotula australis,[0.5]
Radial,7,16,3,Crassula sieberiana s.l.,[0.5]
Radial,7,16,3,Dipodium punctatum s.l.,[0.5]
Radial,7,16,3,Einadia nutans subsp. nutans,[1.0]
Radial,7,16,3,Gahnia radula,[1.0]
Radial,7,16,3,Hypochoeris radicata,[1.0]
Radial,7,16,3,Microlaena stipoides var. stipoides,[1.0]
Radial,7,16,3,Poranthera microphylla s.l.,[1.0]
Radial,7,16,3,Rytidosperma nivicolum,[2.0]
Radial,7,16,3,Senecio quadridentatus,[0.5]
Radial,7,16,3,Wahlenbergia gracilis,[0.5]
Radial,7,16,6,Austrostipa scabra,[1.0]
Radial,7,16,6,Cotula australis,[0.5]
Radial,7,16,6,Dichondra repens,[0.5]
Radial,7,16,6,Einadia nutans subsp. nutans,[1.0]
Radial,7,16,6,Gahnia radula,[2.0]
Radial,7,16,6,Microlaena stipoides var. stipoides,[1.0]
Radial,7,16,6,Oxalis hirta,[0.5]
Radial,7,16,6,Rytidosperma nivicolum,"[1.0, 3.0]"
Radial,7,16,6,Senecio quadridentatus,[0.5]
Radial,7,16,6,Wahlenbergia gracilis,[0.5]
Radial,7,17,0,Briza minor,[0.5]
Radial,7,17,0,Conyza sumatrensis,[0.5]
Radial,7,17,0,Crassula sieberiana s.l.,[0.5]
Radial,7,17,0,Dichondra repens,[0.5]
Radial,7,17,0,Hypochoeris radicata,[0.5]
Radial,7,17,0,Lagenophora gracilis,[0.5]
Radial,7,17,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,17,0,Poa sieberiana,[0.5]
Radial,7,17,0,Poranthera microphylla s.l.,[0.5]
Radial,7,17,0,Rytidosperma nivicolum,[5.0]
Radial,7,17,0,Sonchus oleraceus,[0.5]
Radial,7,17,0,Wahlenbergia gracilis,[0.5]
Radial,7,17,3,Briza minor,[0.5]
Radial,7,17,3,Centaurium erythraea,[0.5]
Radial,7,17,3,Cerastium glomeratum s.l.,[0.5]
Radial,7,17,3,Cotula australis,[1.0]
Radial,7,17,3,Dichondra repens,[1.0]
Radial,7,17,3,Euchiton involucratus s.l.,[0.5]
Radial,7,17,3,Lagenophora gracilis,[1.0]
Radial,7,17,3,Linaria pelisseriana,[2.0]
Radial,7,17,3,Oxalis hirta,[0.5]
Radial,7,17,3,Poranthera microphylla s.l.,[0.5]
Radial,7,17,3,Rytidosperma nivicolum,[2.0]
Radial,7,17,3,Senecio quadridentatus,[0.5]
Radial,7,17,3,Stellaria flaccida,[0.5]
Radial,7,17,6,Anagallis arvensis,[0.5]
Radial,7,17,6,Briza minor,[0.5]
Radial,7,17,6,Cotula australis,[0.5]
Radial,7,17,6,Dichondra repens,[0.5]
Radial,7,17,6,Hypochoeris radicata,[0.5]
Radial,7,17,6,Lagenophora gracilis,[1.0]
Radial,7,17,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,17,6,Rytidosperma nivicolum,[1.0]
Radial,7,17,6,Senecio quadridentatus,[0.5]
Radial,7,18,0,Austrostipa rudis,[1.0]
Radial,7,18,0,Bossiaea prostrata,[0.5]
Radial,7,18,0,Crassula sieberiana s.l.,[0.5]
Radial,7,18,0,Dichondra repens,[0.5]
Radial,7,18,0,Euchiton involucratus s.l.,[0.5]
Radial,7,18,0,Gnaphalium indutum,[0.5]
Radial,7,18,0,Lagenophora gracilis,[0.5]
Radial,7,18,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,18,0,Oxalis hirta,[0.5]
Radial,7,18,0,Rytidosperma nivicolum,[1.0]
Radial,7,18,0,Senecio quadridentatus,[0.5]
Radial,7,18,0,Sonchus oleraceus,[0.5]
Radial,7,18,0,Wahlenbergia gracilis,[0.5]
Radial,7,18,3,Austrostipa rudis,[6.0]
Radial,7,18,3,Cotula australis,[0.5]
Radial,7,18,3,Crassula sieberiana s.l.,[0.5]
Radial,7,18,3,Dichondra repens,[0.5]
Radial,7,18,3,Euchiton involucratus s.l.,[1.0]
Radial,7,18,3,Holcus lanatus,[0.5]
Radial,7,18,3,Hypericum gramineum,[0.5]
Radial,7,18,3,Hypochoeris radicata,[3.0]
Radial,7,18,3,Lagenophora gracilis,[1.0]
Radial,7,18,3,Linaria pelisseriana,[0.5]
Radial,7,18,3,Microlaena stipoides var. stipoides,[0.5]
Radial,7,18,3,Oxalis hirta,[1.0]
Radial,7,18,3,Poranthera microphylla s.l.,[0.5]
Radial,7,18,3,Rytidosperma nivicolum,[3.0]
Radial,7,18,3,Senecio quadridentatus,[1.0]
Radial,7,18,3,Sonchus oleraceus,[0.5]
Radial,7,18,3,Thysanotus patersonii,[0.5]
Radial,7,18,3,Wahlenbergia gracilis,[0.5]
Radial,7,18,6,Arthropodium strictum s.l.,[0.5]
Radial,7,18,6,Austrostipa scabra,[7.0]
Radial,7,18,6,Crassula sieberiana s.l.,[0.5]
Radial,7,18,6,Dichondra repens,[0.5]
Radial,7,18,6,Hydrocotyle laxiflora,[0.5]
Radial,7,18,6,Hypericum gramineum,[0.5]
Radial,7,18,6,Hypochoeris radicata,[0.5]
Radial,7,18,6,Lagenophora gracilis,[0.5]
Radial,7,18,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,18,6,Oxalis hirta,[0.5]
Radial,7,18,6,Rytidosperma nivicolum,"[0.5, 0.5]"
Radial,7,18,6,Senecio quadridentatus,"[0.5, 0.5]"
Radial,7,18,6,Thysanotus patersonii,[0.5]
Radial,7,19,0,Arthropodium minus,[0.5]
Radial,7,19,0,Crassula sieberiana s.l.,[0.5]
Radial,7,19,0,Dichondra repens,[0.5]
Radial,7,19,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,19,0,Rytidosperma nivicolum,[2.0]
Radial,7,19,3,Einadia nutans subsp. nutans,[0.5]
Radial,7,19,3,Hypochoeris radicata,[0.5]
Radial,7,19,3,Lagenophora gracilis,[0.5]
Radial,7,19,3,Microlaena stipoides var. stipoides,[0.5]
Radial,7,19,3,Oxalis hirta,[0.5]
Radial,7,19,3,Poranthera microphylla s.l.,[0.5]
Radial,7,19,3,Rytidosperma nivicolum,[2.0]
Radial,7,19,3,Senecio quadridentatus,[0.5]
Radial,7,19,3,Sonchus oleraceus,[0.5]
Radial,7,19,6,Arthropodium minus,[1.0]
Radial,7,19,6,Crassula sieberiana s.l.,[0.5]
Radial,7,19,6,Dichondra repens,[0.5]
Radial,7,19,6,Einadia nutans subsp. nutans,[1.0]
Radial,7,19,6,Hypericum gramineum,[0.5]
Radial,7,19,6,Lachnagrostis filiformis,[9.0]
Radial,7,19,6,Lagenophora gracilis,[0.5]
Radial,7,19,6,Rytidosperma nivicolum,"[0.5, 1.0]"
Radial,7,19,6,Stellaria media,[0.5]
Radial,7,20,0,Arthropodium minus,[0.5]
Radial,7,20,0,Cotula australis,[0.5]
Radial,7,20,0,Dichondra repens,[0.5]
Radial,7,20,0,Einadia nutans subsp. nutans,[1.0]
Radial,7,20,0,Hypericum gramineum,[0.5]
Radial,7,20,0,Lagenophora gracilis,[0.5]
Radial,7,20,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,20,0,Rytidosperma nivicolum,[1.0]
Radial,7,20,0,Sonchus oleraceus,[0.5]
Radial,7,20,0,Wahlenbergia gracilis,[0.5]
Radial,7,20,3,Arthropodium minus,[1.0]
Radial,7,20,3,Crassula sieberiana s.l.,[0.5]
Radial,7,20,3,Dichondra repens,[1.0]
Radial,7,20,3,Einadia nutans subsp. nutans,[1.0]
Radial,7,20,3,Euchiton involucratus s.l.,[0.5]
Radial,7,20,3,Hypochoeris radicata,[0.5]
Radial,7,20,3,Linaria pelisseriana,[0.5]
Radial,7,20,3,Rytidosperma nivicolum,[2.0]
Radial,7,20,3,Stellaria flaccida,[1.0]
Radial,7,20,3,Wahlenbergia gracilis,[0.5]
Radial,7,20,6,Arthropodium minus,[1.0]
Radial,7,20,6,Crassula sieberiana s.l.,[0.5]
Radial,7,20,6,Dichondra repens,[0.5]
Radial,7,20,6,Einadia nutans subsp. nutans,[2.0]
Radial,7,20,6,Hydrocotyle laxiflora,[0.5]
Radial,7,20,6,Lachnagrostis filiformis,[10.0]
Radial,7,20,6,Lagenophora gracilis,[0.5]
Radial,7,20,6,Lomandra longifolia,[0.5]
Radial,7,20,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,20,6,Rytidosperma nivicolum,"[1.0, 0.5]"
Radial,7,20,6,Senecio quadridentatus,[0.5]
Radial,7,21,0,Anagallis arvensis,[0.5]
Radial,7,21,0,Conyza sumatrensis,[0.5]
Radial,7,21,0,Dichondra repens,[4.0]
Radial,7,21,0,Einadia nutans subsp. nutans,[3.0]
Radial,7,21,0,Hypochoeris radicata,[0.5]
Radial,7,21,0,Juncus australis,[0.5]
Radial,7,21,0,Lolium perenne,[0.5]
Radial,7,21,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,21,0,Oxalis corniculata s.s.,[0.5]
Radial,7,21,0,Rytidosperma nivicolum,[7.0]
Radial,7,21,0,Sonchus oleraceus,[0.5]
Radial,7,21,0,Wahlenbergia gracilis,[0.5]
Radial,7,21,3,Aira spp.,[1.0]
Radial,7,21,3,Anagallis arvensis,[1.0]
Radial,7,21,3,Briza minor,[0.5]
Radial,7,21,3,Centaurium erythraea,[0.5]
Radial,7,21,3,Cerastium glomeratum s.l.,[0.5]
Radial,7,21,3,Cotula australis,[1.0]
Radial,7,21,3,Dichondra repens,[1.0]
Radial,7,21,3,Einadia nutans subsp. nutans,[1.0]
Radial,7,21,3,Hypochoeris radicata,[1.0]
Radial,7,21,3,Lagenophora gracilis,[1.0]
Radial,7,21,3,Linaria pelisseriana,[2.0]
Radial,7,21,3,Oxalis hirta,[1.0]
Radial,7,21,3,Poa sieberiana,[0.5]
Radial,7,21,3,Rytidosperma nivicolum,[2.0]
Radial,7,21,3,Senecio quadridentatus,[1.0]
Radial,7,21,3,Sonchus oleraceus,[0.5]
Radial,7,21,3,Stellaria flaccida,[1.0]
Radial,7,21,3,Wahlenbergia gracilis,[0.5]
Radial,7,21,6,Anagallis arvensis,[0.5]
Radial,7,21,6,Lachnagrostis filiformis,[8.0]
Radial,7,21,6,Lagenophora gracilis,[0.5]
Radial,7,21,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,21,6,Oxalis hirta,[1.0]
Radial,7,21,6,Rytidosperma nivicolum,[1.0]
Radial,7,21,6,Senecio quadridentatus,[0.5]
Radial,7,21,6,Veronica plebeia,[0.5]
Radial,7,22,0,Conyza sumatrensis,[0.5]
Radial,7,22,0,Dichondra repens,[0.5]
Radial,7,22,0,Einadia nutans subsp. nutans,[0.5]
Radial,7,22,0,Hydrocotyle laxiflora,[0.5]
Radial,7,22,0,Hypericum gramineum,[0.5]
Radial,7,22,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,22,0,Oxalis hirta,[0.5]
Radial,7,22,0,Poa sieberiana,[0.5]
Radial,7,22,0,Rytidosperma nivicolum,[1.0]
Radial,7,22,0,Senecio quadridentatus,[0.5]
Radial,7,22,0,Wahlenbergia gracilis,[0.5]
Radial,7,22,3,Cerastium glomeratum s.l.,[0.5]
Radial,7,22,3,Dipodium punctatum s.l.,[0.5]
Radial,7,22,3,Einadia nutans subsp. nutans,[1.0]
Radial,7,22,3,Hypochoeris radicata,[0.5]
Radial,7,22,3,Microlaena stipoides var. stipoides,[0.5]
Radial,7,22,3,Oxalis hirta,[0.5]
Radial,7,22,3,Rytidosperma nivicolum,[1.0]
Radial,7,22,3,Senecio quadridentatus,[0.5]
Radial,7,22,6,Einadia nutans subsp. nutans,[1.0]
Radial,7,22,6,Hydrocotyle laxiflora,[0.5]
Radial,7,22,6,Oxalis hirta,[0.5]
Radial,7,22,6,Poa sp. aff. tenera (Hairy),[1.0]
Radial,7,22,6,Rytidosperma nivicolum,"[0.5, 0.5]"
Radial,7,23,0,Austrostipa rudis,[0.5]
Radial,7,23,0,Cotula australis,[0.5]
Radial,7,23,0,Dichondra repens,[2.0]
Radial,7,23,0,Einadia nutans subsp. nutans,[0.5]
Radial,7,23,0,Hypochoeris radicata,[0.5]
Radial,7,23,0,Lagenophora gracilis,[0.5]
Radial,7,23,0,Lolium perenne,[0.5]
Radial,7,23,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,23,0,Oxalis corniculata s.s.,[0.5]
Radial,7,23,0,Rytidosperma nivicolum,[3.0]
Radial,7,23,0,Wahlenbergia gracilis,[0.5]
Radial,7,23,3,Austrostipa rudis,[1.0]
Radial,7,23,3,Cerastium glomeratum s.l.,[0.5]
Radial,7,23,3,Cotula australis,[0.5]
Radial,7,23,3,Dichondra repens,[1.0]
Radial,7,23,3,Einadia nutans subsp. nutans,[1.0]
Radial,7,23,3,Euchiton involucratus s.l.,[0.5]
Radial,7,23,3,Hypochoeris radicata,[0.5]
Radial,7,23,3,Lagenophora gracilis,[0.5]
Radial,7,23,3,Microlaena stipoides var. stipoides,[0.5]
Radial,7,23,3,Oxalis hirta,[0.5]
Radial,7,23,3,Poa sieberiana,[0.5]
Radial,7,23,3,Poranthera microphylla s.l.,[0.5]
Radial,7,23,3,Rytidosperma nivicolum,[3.0]
Radial,7,23,3,Senecio quadridentatus,[0.5]
Radial,7,23,3,Stellaria flaccida,[0.5]
Radial,7,23,6,Anagallis arvensis,[0.5]
Radial,7,23,6,Austrostipa scabra,[0.5]
Radial,7,23,6,Crassula sieberiana s.l.,[0.5]
Radial,7,23,6,Dichelachne crinita,[0.5]
Radial,7,23,6,Einadia nutans subsp. nutans,[0.5]
Radial,7,23,6,Lagenophora gracilis,[0.5]
Radial,7,23,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,23,6,Oxalis hirta,[0.5]
Radial,7,23,6,Pimelea humilis,[0.5]
Radial,7,23,6,Rytidosperma nivicolum,"[0.5, 0.5]"
Radial,7,23,6,Senecio quadridentatus,[0.5]
Radial,7,24,0,Crassula sieberiana s.l.,[0.5]
Radial,7,24,0,Einadia nutans subsp. nutans,[0.5]
Radial,7,24,0,Lagenophora gracilis,[0.5]
Radial,7,24,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,24,0,Rytidosperma nivicolum,[0.5]
Radial,7,24,0,Senecio quadridentatus,[0.5]
Radial,7,24,0,Wahlenbergia gracilis,[0.5]
Radial,7,24,3,Cerastium glomeratum s.l.,[0.5]
Radial,7,24,3,Cotula australis,[0.5]
Radial,7,24,3,Crassula sieberiana s.l.,[0.5]
Radial,7,24,3,Euchiton involucratus s.l.,[0.5]
Radial,7,24,3,Hypochoeris radicata,[0.5]
Radial,7,24,3,Microlaena stipoides var. stipoides,[0.5]
Radial,7,24,3,Poranthera microphylla s.l.,[0.5]
Radial,7,24,3,Rytidosperma nivicolum,[0.5]
Radial,7,24,3,Senecio quadridentatus,[0.5]
Radial,7,24,3,Stellaria flaccida,[1.0]
Radial,7,24,3,Wahlenbergia gracilis,[1.0]
Radial,7,24,6,Anagallis arvensis,[0.5]
Radial,7,24,6,Crassula sieberiana s.l.,[0.5]
Radial,7,24,6,Dichondra repens,[0.5]
Radial,7,24,6,Ehrharta erecta var. erecta,[0.5]
Radial,7,24,6,Einadia nutans subsp. nutans,[0.5]
Radial,7,24,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,24,6,Senecio quadridentatus,[0.5]
Radial,7,24,6,Stellaria flaccida,[0.5]
Radial,7,25,0,Arthropodium minus,[0.5]
Radial,7,25,0,Austrostipa rudis,[2.0]
Radial,7,25,0,Bossiaea prostrata,[0.5]
Radial,7,25,0,Conyza sumatrensis,[0.5]
Radial,7,25,0,Cotula australis,[0.5]
Radial,7,25,0,Dichondra repens,[0.5]
Radial,7,25,0,Hypochoeris radicata,[0.5]
Radial,7,25,0,Lagenophora gracilis,[0.5]
Radial,7,25,0,Oxalis corniculata s.s.,[0.5]
Radial,7,25,0,Rytidosperma nivicolum,[2.0]
Radial,7,25,0,Senecio quadridentatus,[0.5]
Radial,7,25,0,Sonchus oleraceus,[0.5]
Radial,7,25,0,Wahlenbergia gracilis,[0.5]
Radial,7,25,3,Bossiaea prostrata,[0.5]
Radial,7,25,3,Briza minor,[0.5]
Radial,7,25,3,Cotula australis,[0.5]
Radial,7,25,3,Dichondra repens,[2.0]
Radial,7,25,3,Einadia nutans subsp. nutans,[0.5]
Radial,7,25,3,Lagenophora gracilis,[1.0]
Radial,7,25,3,Microlaena stipoides var. stipoides,[0.5]
Radial,7,25,3,Oxalis hirta,[0.5]
Radial,7,25,3,Rytidosperma nivicolum,[2.0]
Radial,7,25,3,Senecio quadridentatus,[0.5]
Radial,7,25,3,Wahlenbergia gracilis,[0.5]
Radial,7,25,6,Austrostipa scabra,[0.5]
Radial,7,25,6,Bossiaea prostrata,[0.5]
Radial,7,25,6,Crassula sieberiana s.l.,[0.5]
Radial,7,25,6,Einadia nutans subsp. nutans,[1.0]
Radial,7,25,6,Hydrocotyle laxiflora,[0.5]
Radial,7,25,6,Lagenophora gracilis,[0.5]
Radial,7,25,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,25,6,Rytidosperma nivicolum,"[0.5, 0.5]"
Radial,7,25,6,Senecio quadridentatus,[0.5]
Radial,7,25,6,Stellaria flaccida,[0.5]
Radial,7,26,0,Briza minor,[1.0]
Radial,7,26,0,Conyza sumatrensis,[0.5]
Radial,7,26,0,Cotula australis,[0.5]
Radial,7,26,0,Dichondra repens,[0.5]
Radial,7,26,0,Einadia nutans subsp. nutans,[0.5]
Radial,7,26,0,Euchiton involucratus s.l.,[0.5]
Radial,7,26,0,Gnaphalium indutum,[0.5]
Radial,7,26,0,Hydrocotyle laxiflora,[0.5]
Radial,7,26,0,Hypochoeris radicata,[0.5]
Radial,7,26,0,Lagenophora gracilis,[0.5]
Radial,7,26,0,Linaria pelisseriana,[0.5]
Radial,7,26,0,Microlaena stipoides var. stipoides,[2.0]
Radial,7,26,0,Oxalis corniculata s.s.,[0.5]
Radial,7,26,0,Rytidosperma nivicolum,[7.0]
Radial,7,26,0,Senecio quadridentatus,[0.5]
Radial,7,26,0,Sonchus oleraceus,[0.5]
Radial,7,26,0,Wahlenbergia gracilis,[0.5]
Radial,7,26,3,Austrostipa rudis,[1.0]
Radial,7,26,3,Crassula sieberiana s.l.,[0.5]
Radial,7,26,3,Dichondra repens,[0.5]
Radial,7,26,3,Hypochoeris radicata,[1.0]
Radial,7,26,3,Lagenophora gracilis,[1.0]
Radial,7,26,3,Linaria pelisseriana,[1.0]
Radial,7,26,3,Microlaena stipoides var. stipoides,[2.0]
Radial,7,26,3,Poa sieberiana,[0.5]
Radial,7,26,3,Rytidosperma nivicolum,[4.0]
Radial,7,26,3,Senecio quadridentatus,[0.5]
Radial,7,26,6,Anagallis arvensis,[0.5]
Radial,7,26,6,Arthropodium strictum s.l.,[0.5]
Radial,7,26,6,Austrostipa scabra,[1.0]
Radial,7,26,6,Briza minor,[1.0]
Radial,7,26,6,Corybas incurvus,[0.5]
Radial,7,26,6,Crassula sieberiana s.l.,[0.5]
Radial,7,26,6,Lachnagrostis filiformis,[6.0]
Radial,7,26,6,Lagenophora gracilis,[0.5]
Radial,7,26,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,26,6,Senecio quadridentatus,[1.0]
Radial,7,26,6,Sporobolus africanus,[1.0]
Radial,7,27,0,Arthropodium minus,[0.5]
Radial,7,27,0,Austrostipa rudis,[0.5]
Radial,7,27,0,Conyza sumatrensis,[0.5]
Radial,7,27,0,Dichondra repens,[3.0]
Radial,7,27,0,Euchiton involucratus s.l.,[0.5]
Radial,7,27,0,Geranium sp. 1,[0.5]
Radial,7,27,0,Glycine clandestina,[0.5]
Radial,7,27,0,Hydrocotyle laxiflora,[0.5]
Radial,7,27,0,Hypochoeris radicata,[0.5]
Radial,7,27,0,Juncus australis,[0.5]
Radial,7,27,0,Lagenophora gracilis,[0.5]
Radial,7,27,0,Microlaena stipoides var. stipoides,[5.0]
Radial,7,27,0,Poranthera microphylla s.l.,[0.5]
Radial,7,27,0,Rytidosperma nivicolum,[4.0]
Radial,7,27,0,Senecio quadridentatus,[0.5]
Radial,7,27,0,Sonchus oleraceus,[0.5]
Radial,7,27,3,Cerastium glomeratum s.l.,[0.5]
Radial,7,27,3,Desmodium gunnii,[0.5]
Radial,7,27,3,Dichondra repens,[3.0]
Radial,7,27,3,Geranium solanderi s.l.,[1.0]
Radial,7,27,3,Microlaena stipoides var. stipoides,[4.0]
Radial,7,27,3,Oxalis hirta,[0.5]
Radial,7,27,3,Rytidosperma nivicolum,[2.0]
Radial,7,27,3,Senecio quadridentatus,[1.0]
Radial,7,27,3,Stellaria flaccida,[0.5]
Radial,7,27,6,Anagallis arvensis,[0.5]
Radial,7,27,6,Austrostipa scabra,[1.0]
Radial,7,27,6,Dichondra repens,[0.5]
Radial,7,27,6,Einadia nutans subsp. nutans,[0.5]
Radial,7,27,6,Geranium sp. 1,[1.0]
Radial,7,27,6,Lagenophora gracilis,[1.0]
Radial,7,27,6,Microlaena stipoides var. stipoides,[3.0]
Radial,7,27,6,Oxalis hirta,[0.5]
Radial,7,27,6,Senecio quadridentatus,[0.5]
Radial,7,27,6,Stellaria flaccida,[0.5]
